   Ordinate,   Date / Time,Capella Gage FLOW,EF Russian 20 ET-POTENTIAL,EF Russian 20 FLOW,EF Russian 20 FLOW-BASE,EF Russian 20 INFILTRATION,EF Russian 20 PERC-SOIL,EF Russian 20 SATURATION FRACTION,Lake Mendocino Storage
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,
Units,,CFS,IN,CFS,CFS,IN,IN,IN/IN,ACRFT
Type,,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM
1816,20-Sep-99,141.633347,0.100631,0,0,0,0,0.02041,52085.00
1817,21-Sep-99,136.900009,0.126833,0,0,0,0,0.020076,51881.00
1818,22-Sep-99,133.666672,0.103247,0,0,0,0,0.019757,51693.00
1819,23-Sep-99,136.733337,0.113361,0,0,0,0,0.01944,51490.00
1820,24-Sep-99,138.366669,0.116882,0,0,0,0,0.019127,51381.00
1821,25-Sep-99,138.400009,0.128914,0,0,0,0,0.018794,51239.00
1822,26-Sep-99,139.183334,0.131462,0,0,0,0,0.018451,51083.00
1823,27-Sep-99,138.416672,0.124339,0,0,0,0,0.018115,50959.00
1824,28-Sep-99,138.400009,0.103635,0,0,0,0,0.017821,50803.00
1825,29-Sep-99,139.96666,0.104635,0,0,0,0,0.017556,50601.00
1826,30-Sep-99,141.566666,0.117748,0,0,0,0,0.017282,49363.00
1827,1-Oct-99,175.28334,0.10807,0,0,0,0,0.017003,50275.00
1828,2-Oct-99,176,0.101534,0,0,0,0,0.016753,50104.00
1829,3-Oct-99,174.041672,0.092184,0,0,0,0,0.016528,49903.00
1830,4-Oct-99,171.0625,0.088663,0,0,0,0,0.016305,49733.00
1831,5-Oct-99,173.9375,0.076997,0,0,0,0,0.016117,49548.00
1832,6-Oct-99,178.895828,0.076599,0,0,0,0,0.015936,49409.00
1833,7-Oct-99,179.979172,0.087351,0,0,0,0,0.01575,49255.00
1834,8-Oct-99,177.0625,0.104335,0,0,0,0,0.015541,49116.00
1835,9-Oct-99,176.020828,0.102574,0,0,0,0,0.01531,48995.00
1836,10-Oct-99,176.979172,0.10606,0,0,0,0,0.015087,48855.00
1837,11-Oct-99,176.020828,0.105862,0,0,0,0,0.014859,48703.00
1838,12-Oct-99,176.979172,0.091056,0,0,0,0,0.014646,48550.00
1839,13-Oct-99,180.916672,0.087451,0,0,0,0,0.014465,48382.00
1840,14-Oct-99,182.958328,0.086304,0,0,0,0,0.014287,48305.00
1841,15-Oct-99,197.6875,0.068192,0,0,0,0,0.014125,48137.00
1842,16-Oct-99,209.75,0.092145,0,0,0,0,0.013966,48015.00
1843,17-Oct-99,218.8125,0.080919,0,0,0,0,0.013794,47939.00
1844,18-Oct-99,229.770828,0.078076,0,0,0,0,0.013637,47833.00
1845,19-Oct-99,230,0.08238,0,0,0,0,0.013483,47773.00
1846,20-Oct-99,239.791672,0.069675,0,0,0,0,0.013334,47711.00
1847,21-Oct-99,251.75,0.038461,0,0,0,0,0.013233,47665.00
1848,22-Oct-99,268.645844,0.046727,0,0,0,0,0.013154,47680.00
1849,23-Oct-99,274.875,0.068088,0,0,0,0,0.013047,47680.00
1850,24-Oct-99,218.208328,0.066192,0,0,0,0,0.012921,47726.00
1851,25-Oct-99,63.270832,0.070647,0,0,0,0,0.012795,47711.00
1852,26-Oct-99,1.739583,0.056151,0,0,0,0,0.01268,47422.00
1853,27-Oct-99,13.42517,0.015699,12.92517,0,1.060886,0,0.039185,46968.00
1854,28-Oct-99,53.977497,0.05687,13.821247,0,0.021964,0,0.120759,46817.00
1855,29-Oct-99,105.629478,0.056199,0.004479,0,0,0,0.120807,46289.00
1856,30-Oct-99,147.145828,0.060268,0,0,0,0,0.120149,46049.00
1857,31-Oct-99,206.75,0.057265,0,0,0,0,0.119134,45899.00
1858,1-Nov-99,213.875,0.054508,0,0,0,0,0.118191,45869.00
1859,2-Nov-99,204.208328,0.063676,0,0,0,0,0.117494,45810.00
1860,3-Nov-99,195.1875,0.047948,0,0,0,0,0.116823,45720.00
1861,4-Nov-99,198.916672,0.065092,0,0,0,0,0.115887,45690.00
1862,5-Nov-99,204.875,0.054702,0,0,0,0,0.114888,45629.00
1863,6-Nov-99,200.104172,0.05551,0,0,0,0,0.114004,45585.00
1864,7-Nov-99,208.259308,0.030476,6.30097,0,0.681315,0,0.127359,45511.00
1865,8-Nov-99,218.39534,0.040215,10.520338,0,0,0,0.181281,45570.00
1866,9-Nov-99,174.718353,0.034289,0.010014,0,0,0,0.181281,45540.00
1867,10-Nov-99,195.294739,0.018664,33.044746,0,1.57071,0,0.26861,45465.00
1868,11-Nov-99,176.570831,0.047166,5.758335,0,0,0,0.338352,45511.00
1869,12-Nov-99,152.395828,0.030268,0,0,0,0,0.338352,45450.00
1870,13-Nov-99,170.604172,0.044578,0,0,0,0,0.337812,45330.00
1871,14-Nov-99,168.079834,0.031958,0.017331,0,0.042627,0,0.336576,45241.00
1872,15-Nov-99,178.363556,0.031929,6.446892,0,0.222737,0,0.359108,45167.00
1873,16-Nov-99,202.334366,0.014113,18.584364,0,0.857969,0,0.40615,45122.00
1874,17-Nov-99,198.452408,0.026639,2.702405,0,0,0,0.447978,45362.00
1875,18-Nov-99,182.291672,0.036623,0,0,0,0,0.447978,45420.00
1876,19-Nov-99,240.971481,0.020437,18.825645,0,0.852972,0,0.496703,45511.00
1877,20-Nov-99,244.554321,0.036803,3.929319,0,0.068919,0,0.539449,45869.00
1878,21-Nov-99,237.102921,0.047601,0.019581,0,0,0,0.540167,46110.00
1879,22-Nov-99,278.125,0.037231,0,0,0,0,0.539281,46290.00
1880,23-Nov-99,271.166656,0.026183,0,0,0,0,0.536714,46440.00
1881,24-Nov-99,267.083344,0.021568,0,0,0,0,0.534373,46606.00
1882,25-Nov-99,265.041656,0.036279,0,0,0,0,0.531516,46742.00
1883,26-Nov-99,264.020844,0.028772,0,0,0,0,0.528222,46908.00
1884,27-Nov-99,261.0625,0.032748,0,0,0,0,0.525163,47015.00
1885,28-Nov-99,260.020844,0.030029,0,0,0,0,0.522116,47149.00
1886,29-Nov-99,260.772614,0.022355,3.710117,0,0.67364,0,0.528723,47256.00
1887,30-Nov-99,316.323395,0.021061,30.927574,0,0.523183,0,0.599205,47665.00
1888,1-Dec-99,311.67865,0.025465,10.991154,0,0,0,0.638107,48121.00
1889,2-Dec-99,304.647522,0.035778,1.68918,0,0.071077,0,0.643183,48473.00
1890,3-Dec-99,297.192871,0.031812,0.067876,0,0,0,0.645215,48779.00
1891,4-Dec-99,283.291656,0.028216,0,0,0,0,0.645215,48979.00
1892,5-Dec-99,274.1875,0.020076,0,0,0,0,0.644469,48209.00
1893,6-Dec-99,271.0625,0.01738,0,0,0,0,0.642702,49394.00
1894,7-Dec-99,268.0625,0.030783,0,0,0,0,0.640374,49517.00
1895,8-Dec-99,265.0625,0.020581,0,0,0,0,0.637995,49640.00
1896,9-Dec-99,288.925507,0.015359,7.279678,0,0.300224,0,0.661874,49903.00
1897,10-Dec-99,286.053772,0.027082,0.137116,0,0,0,0.666652,50306.00
1898,11-Dec-99,270.333344,0.03136,0,0,0,0,0.666652,50539.00
1899,12-Dec-99,268.041656,0.017209,0,0,0,0,0.666652,50741.00
1900,13-Dec-99,215.125,0.033333,0,0,0,0,0.665735,50896.00
1901,14-Dec-99,148.395828,0.02631,0,0,0,0,0.663185,50833.00
1902,15-Dec-99,151.895828,0.025936,0,0,0,0,0.660565,50756.00
1903,16-Dec-99,146.125,0.03094,0,0,0,0,0.657712,50632.00
1904,17-Dec-99,144.041672,0.025783,0,0,0,0,0.654904,50492.00
1905,18-Dec-99,139.104172,0.03061,0,0,0,0,0.652045,50352.00
1906,19-Dec-99,132.145828,0.033465,0,0,0,0,0.648851,50181.00
1907,20-Dec-99,122.208336,0.03564,0,0,0,0,0.645408,50026.00
1908,21-Dec-99,122,0.029515,0,0,0,0,0.642158,49826.00
1909,22-Dec-99,122,0.038612,0,0,0,0,0.638782,49625.00
1910,23-Dec-99,125.916664,0.024122,0,0,0,0,0.635582,49470.00
1911,24-Dec-99,125.020836,0.031019,0,0,0,0,0.632832,49302.00
1912,25-Dec-99,124.020836,0.03175,0,0,0,0,0.629693,49149.00
1913,26-Dec-99,123.020836,0.029194,0,0,0,0,0.626637,48995.00
1914,27-Dec-99,123,0.038901,0,0,0,0,0.623385,48825.00
1915,28-Dec-99,127.895836,0.028678,0,0,0,0,0.61983,48672.00
1916,29-Dec-99,128,0.029867,0,0,0,0,0.616932,48519.00
1917,30-Dec-99,128,0.031712,0,0,0,0,0.613877,48366.00
1918,31-Dec-99,122.125,0.02076,0,0,0,0,0.611236,48213.00
1919,1-Jan-00,65.208336,0.025258,0,0,0,0,0.609249,48077.00
1920,2-Jan-00,56.166668,0.022062,0,0,0,0,0.608377,47833.00
1921,3-Jan-00,56.290752,0.028514,0.290751,0,0.013788,0,0.609037,47681.00
1922,4-Jan-00,58.008202,0.007982,0.049868,0,0,0,0.609755,47331.00
1923,5-Jan-00,55.0625,0.02655,0,0,0,0,0.609755,47104.00
1924,6-Jan-00,49.125,0.01838,0,0,0,0,0.609755,46817.00
1925,7-Jan-00,40.1875,0.024177,0,0,0,0,0.609755,46562.00
1926,8-Jan-00,38.041668,0.031416,0,0,0,0,0.609014,46261.00
1927,9-Jan-00,39.958332,0.024726,0,0,0,0,0.606789,45960.00
1928,10-Jan-00,52.790455,0.01879,8.873788,0,0.526908,0,0.626375,45661.00
1929,11-Jan-00,355.822449,0.022031,169.843277,151.963379,0.584396,0.166456,0.689927,45511.00
1930,12-Jan-00,284.357971,0.011499,100.253807,99.353653,0.008916,0.008916,0.7,46004.00
1931,13-Jan-00,267.349762,0.015046,98.037247,96.819534,0.233649,0.233649,0.7,46110.00
1932,14-Jan-00,795.787598,0.013187,533.766724,523.660156,0.232636,0.232636,0.7,46290.00
1933,15-Jan-00,877.581116,0.033476,597.91449,588.798096,0.60809,0.560651,0.700198,46877.00
1934,16-Jan-00,1221.549683,0.031248,905.320496,891.652893,0.308114,0.355553,0.701844,48397.00
1935,17-Jan-00,939.271545,0.023155,647.729858,640.130859,0.325404,0.325404,0.700046,49393.00
1936,18-Jan-00,1070.722778,0.025588,770.910278,761.211365,0.4066,0.4066,0.7,50151.00
1937,19-Jan-00,1019.648621,0.012652,702.023621,693.934998,0.330086,0.330086,0.700012,51881.00
1938,20-Jan-00,733.726318,0.017432,416.705444,415.788727,0,0,0.7,55497.00
1939,21-Jan-00,593.695068,0.021458,275.715942,274.806946,0.046866,0.046866,0.7,55001.00
1940,22-Jan-00,531.761047,0.023496,222.573532,222.324738,0,0,0.7,56443.00
1941,23-Jan-00,749.421143,0.010562,445.316956,438.683746,0.302959,0.302959,0.7,57425.00
1942,24-Jan-00,871.881592,0.01479,562.006592,555.834595,0.244457,0.244457,0.7,58330.00
1943,25-Jan-00,623.434265,0.030724,309.517578,308.800201,0,0,0.7,59481.00
1944,26-Jan-00,498.897339,0.033262,183.918152,183.917267,0,0,0.7,60620.00
1945,27-Jan-00,460.012543,0.028366,145.012543,145.012543,0,0,0.7,61485.00
1946,28-Jan-00,439.641754,0.024251,122.683434,122.683434,0,0,0.699242,62156.00
1947,29-Jan-00,490.063843,0.043363,171.105499,169.005981,0.139681,0.12065,0.699172,62746.00
1948,30-Jan-00,1403.390625,0.028071,1084.390625,1062.483643,0.976968,0.976968,0.701656,63288.00
1949,31-Jan-00,1205.588501,0.008836,883.651062,875.265015,0.206802,0.206802,0.7,64789.00
1950,1-Feb-00,677.850708,0.021108,375.434052,375.131836,0,0,0.7,66965.00
1951,2-Feb-00,524.361145,0.048763,219.423615,219.423615,0,0,0.7,68086.00
1952,3-Feb-00,526.658875,0.03609,221.658905,220.305862,0.08085,0.076365,0.699955,69131.00
1953,4-Feb-00,513.713745,0.032208,208.713715,208.069412,0,0,0.7,70113.00
1954,5-Feb-00,1190.078735,0.019749,880.182861,813.382446,0.727867,0.727867,0.702458,71015.00
1955,6-Feb-00,829.644287,0.038606,529.435974,523.148804,0,0,0.7,73225.00
1956,7-Feb-00,520.544617,0.043826,238.169617,238.169617,0,0,0.7,74345.00
1957,8-Feb-00,479.585602,0.03904,170.16893,170.16893,0,0,0.698795,75087.00
1958,9-Feb-00,427.208313,0.025483,141.687469,141.687469,0,0,0.696481,75866.00
1959,10-Feb-00,652.500793,0.043906,343.021637,337.058838,0.265181,0.222282,0.699224,76595.00
1960,11-Feb-00,1238.746948,0.015469,927.7677,722.416321,0.916122,0.916122,0.704564,76178.00
1961,12-Feb-00,1440.476929,0.022687,1130.456177,1018.525574,0.29058,0.277313,0.700194,77498.00
1962,13-Feb-00,2293.263916,0.018246,2023.409668,1691.141846,1.72719,1.454876,0.717665,78456.00
1963,14-Feb-00,2579.606934,0.033497,2450.62793,2259.749268,0.780128,1.065709,0.721925,84237.00
1964,15-Feb-00,1321.140869,0.047474,1130.515869,1127.218994,0,0,0.7,88138.00
1965,16-Feb-00,858.692078,0.020358,550.171265,550.171265,0,0,0.7,86787.00
1966,17-Feb-00,712.362122,0.035909,403.320435,403.320435,0,0,0.699509,81168.00
1967,18-Feb-00,647.462524,0.041772,337.483368,337.483368,0,0,0.696756,74863.00
1968,19-Feb-00,597.826965,0.053687,288.806122,288.806122,0,0,0.692132,74068.00
1969,20-Feb-00,846.144226,0.034035,537.144226,322.179321,0.385604,0.248538,0.691316,74518.00
1970,21-Feb-00,983.648987,0.056676,673.6698,490.834259,0.021587,0.021587,0.7,75901.00
1971,22-Feb-00,1477.486694,0.013533,1166.507568,709.363281,0.993791,0.887368,0.706015,74016.00
1972,23-Feb-00,1634.040283,0.034819,1324.019531,1090.16272,0,0.106423,0.700413,76264.00
1973,24-Feb-00,726.148376,0.027277,416.148407,416.148407,0,0,0.7,75225.00
1974,25-Feb-00,574.406311,0.038893,264.406311,264.406311,0,0,0.699993,72846.00
1975,26-Feb-00,1639.359375,0.016847,1328.380249,1232.952637,1.462871,1.319622,0.705494,72898.00
1976,27-Feb-00,2152.709717,0.035023,1969.001465,1700.090454,0.498922,0.641732,0.700851,75952.00
1977,28-Feb-00,1082.411011,0.04923,782.931885,781.397888,0.036683,0.028788,0.700016,78351.00
1978,29-Feb-00,1381.226929,0.050214,1069.435303,1055.688965,0.527294,0.53519,0.702203,77010.00
1979,1-Mar-00,853.860168,0.049471,542.839355,542.65802,0,0,0.7,79994.00
1980,2-Mar-00,826.247131,0.044353,515.247131,511.699432,0.148239,0.148239,0.700119,73637.00
1981,3-Mar-00,663.089294,0.067335,353.068451,352.95401,0,0,0.699596,74189.00
1982,4-Mar-00,711.375122,0.031263,400.395996,396.56604,0.34091,0.303111,0.698784,74914.00
1983,5-Mar-00,820.584106,0.028952,510.563293,505.972626,0,0,0.7,76316.00
1984,6-Mar-00,580.128601,0.051906,269.149475,269.148163,0,0,0.7,77638.00
1985,7-Mar-00,559.516602,0.024134,248.516586,247.543381,0.18409,0.181487,0.700048,78002.00
1986,8-Mar-00,710.364624,0.021693,396.427094,392.018738,0.039228,0.039228,0.7,78613.00
1987,9-Mar-00,741.71283,0.056189,425.754517,421.492859,0.168591,0.168591,0.700059,78281.00
1988,10-Mar-00,551.027832,0.033504,235.027817,234.668198,0.072142,0.072142,0.7,77915.00
1989,11-Mar-00,546.193726,0.066612,230.193695,228.732925,0,0,0.7,77410.00
1990,12-Mar-00,461.579498,0.087731,146.55867,146.558289,0,0,0.697853,77359.00
1991,13-Mar-00,432.266296,0.090043,117.266296,117.266296,0,0,0.690298,77915.00
1992,14-Mar-00,415.057434,0.08934,99.078262,99.078262,0,0,0.681562,78612.00
1993,15-Mar-00,401.4021,0.109389,84.422928,84.422928,0,0,0.671664,79136.00
1994,16-Mar-00,388.924713,0.093277,71.924721,71.924721,0,0,0.661371,79660.00
1995,17-Mar-00,378.217651,0.100556,61.217644,61.217644,0,0,0.651663,80098.00
1996,18-Mar-00,369.071686,0.106571,52.071693,52.071693,0,0,0.641246,80519.00
1997,19-Mar-00,361.277893,0.09262,44.277889,44.277889,0,0,0.63142,80974.00
1998,20-Mar-00,174.478256,0.095537,37.644928,37.644928,0,0,0.621826,81360.00
1999,21-Mar-00,133.67009,0.107695,32.003426,32.003426,0,0,0.611682,82469.00
2000,22-Mar-00,332.852386,0.102506,27.206543,27.206543,0,0,0.601307,82716.00
2001,23-Mar-00,347.815857,0.085818,23.128345,23.128345,0,0,0.59163,83280.00
2002,24-Mar-00,343.68219,0.087765,19.661346,19.661346,0,0,0.58307,82945.00
2003,25-Mar-00,331.90152,0.089013,16.714018,16.714018,0,0,0.574256,83475.00
2004,26-Mar-00,310.60434,0.099796,14.208492,14.208492,0,0,0.564841,83971.00
2005,27-Mar-00,300.245209,0.077623,12.078553,12.078553,0,0,0.556037,84467.00
2006,28-Mar-00,264.976227,0.082135,10.267903,10.267903,0,0,0.547858,84893.00
2007,29-Mar-00,276.437012,0.101087,8.728681,8.728681,0,0,0.538824,85160.00
2008,30-Mar-00,260.732697,0.11628,7.420196,7.420196,0,0,0.527897,85463.00
2009,31-Mar-00,271.057861,0.11585,6.307862,6.307862,0,0,0.516365,85749.00
2010,1-Apr-00,273.299774,0.119495,5.362273,5.362273,0,0,0.504491,86052.00
2011,2-Apr-00,241.225098,0.133115,4.558434,4.558434,0,0,0.491773,86285.00
2012,3-Apr-00,208.541763,0.148507,3.875096,3.875096,0,0,0.478171,86517.00
2013,4-Apr-00,199.460861,0.099687,3.294195,3.294195,0,0,0.465471,86642.00
2014,5-Apr-00,203.696213,0.112202,2.800374,2.800374,0,0,0.454841,86768.00
2015,6-Apr-00,208.276413,0.117446,2.38058,2.38058,0,0,0.443356,86858.00
2016,7-Apr-00,209.002884,0.131311,2.023716,2.023716,0,0,0.430958,86948.00
2017,8-Apr-00,188.157852,0.085965,1.720348,1.720348,0,0,0.420044,87110.00
2018,9-Apr-00,182.56662,0.100417,1.462457,1.462457,0,0,0.411073,87146.00
2019,10-Apr-00,177.347397,0.12414,1.243226,1.243226,0,0,0.400966,87164.00
2020,11-Apr-00,165.306854,0.094568,1.056858,1.056858,0,0,0.391866,87218.00
2021,12-Apr-00,160.981766,0.06766,0.898429,0.898429,0,0,0.385261,87235.00
2022,13-Apr-00,150.972076,0.077766,0.763749,0.763749,0,0,0.380021,88211.00
2023,14-Apr-00,134.003418,0.080971,0.649258,0.649258,0,0,0.374506,87290.00
2024,15-Apr-00,141.385269,0.073843,0.55193,0.55193,0,0,0.36932,87290.00
2025,16-Apr-00,166.881516,0.025254,18.048176,0.469192,1.386361,0,0.410452,87290.00
2026,17-Apr-00,240.156616,0.086727,19.677443,0.398857,0.107268,0,0.51535,87632.00
2027,18-Apr-00,149.922028,0.085227,0.380364,0.339066,0,0,0.513053,89122.00
2028,19-Apr-00,150.246567,0.08857,0.288238,0.288238,0,0,0.504831,88265.00
2029,20-Apr-00,166.890869,0.116539,0.245029,0.245029,0,0,0.494586,89268.00
2030,21-Apr-00,183.854126,0.136233,0.208298,0.208298,0,0,0.482017,87795.00
2031,22-Apr-00,222.364578,0.092965,0.177073,0.177073,0,0,0.470804,87777.00
2032,23-Apr-00,173.213028,0.113236,0.150528,0.150528,0,0,0.460158,87921.00
2033,24-Apr-00,135.898804,0.137246,0.127963,0.127963,0,0,0.447936,88958.00
2034,25-Apr-00,139.025452,0.103981,0.108781,0.108781,0,0,0.435647,88921.00
2035,26-Apr-00,155.738312,0.150599,0.092474,0.092474,0,0,0.423109,88903.00
2036,27-Apr-00,170.766113,0.06557,0.078611,0.078611,0,0,0.412429,87957.00
2037,28-Apr-00,179.879333,0.103867,0.066827,0.066827,0,0,0.404528,87957.00
2038,29-Apr-00,188.869308,0.132286,0.056809,0.056809,0,0,0.394555,87984.50
2039,30-Apr-00,190.027466,0.149894,0.048293,0.048293,0,0,0.383604,88012.00
2040,1-May-00,189.06189,0.110311,0.041054,0.041054,0,0,0.374007,89013.00
2041,2-May-00,187.076569,0.113254,0.0349,0.0349,0,0,0.367013,89067.00
2042,3-May-00,185.071335,0.129179,0.029668,0.029668,0,0,0.359777,88320.00
2043,4-May-00,180.129395,0.124319,0.02522,0.02522,0,0,0.352885,87650.00
2044,5-May-00,179.042267,0.113395,0.02144,0.02144,0,0,0.346669,88229.00
2045,6-May-00,179.018219,0.046848,0.018226,0.018226,0,0,0.342644,88283.00
2046,7-May-00,191.395874,0.04632,7.500038,0.015494,0.323658,0,0.362024,88848.50
2047,8-May-00,193.336838,0.117185,0.524333,0.013171,0,0,0.373504,89414.00
2048,9-May-00,137.1987,0.071803,0.011197,0.011197,0,0,0.370532,89525.00
2049,10-May-00,151.676178,0.077044,0.009518,0.009518,0,0,0.365609,89506.00
2050,11-May-00,164.737259,0.116894,0.008091,0.008091,0,0,0.359939,88721.00
2051,12-May-00,222.77771,0.11251,0.006878,0.006878,0,0,0.353665,88702.00
2052,13-May-00,226.468933,0.099245,0.510607,0.005847,0.110702,0,0.350163,88757.00
2053,14-May-00,238.433594,0.042545,4.600259,0.004971,0.238246,0,0.365685,88867.00
2054,15-May-00,253.387497,0.076574,3.720829,0.004226,0.012492,0,0.381434,89086.00
2055,16-May-00,197.240997,0.106002,0.115999,0.003592,0,0,0.382126,89176.00
2056,17-May-00,143.128052,0.132549,0.003054,0.003054,0,0,0.37715,88210.00
2057,18-May-00,160.606766,0.164273,0.002596,0.002596,0,0,0.36746,87705.00
2058,19-May-00,171.773041,0.146211,0.002207,0.002207,0,0,0.358056,87705.00
2059,20-May-00,181.793549,0.161043,0.001876,0.001876,0,0,0.34988,87722.00
2060,21-May-00,178.08493,0.185448,0.001595,0.001595,0,0,0.341387,87759.00
2061,22-May-00,171.147186,0.184361,0.001356,0.001356,0,0,0.332574,87831.00
2062,23-May-00,144.56366,0.180876,0.001152,0.001152,0,0,0.323902,87866.00
2063,24-May-00,145.95932,0.188656,0.00098,0.00098,0,0,0.315689,87848.00
2064,25-May-00,155.792496,0.172248,0.000833,0.000833,0,0,0.307301,87722.00
2065,26-May-00,163.834045,0.160787,0.000708,0.000708,0,0,0.300171,87632.00
2066,27-May-00,163.021439,0.160933,0.000602,0.000602,0,0,0.293338,87560.00
2067,28-May-00,160.063019,0.140995,0.000512,0.000512,0,0,0.287159,87488.00
2068,29-May-00,156.083771,0.160732,0.000435,0.000435,0,0,0.281012,87379.00
2069,30-May-00,154.042038,0.159799,0.00037,0.00037,0,0,0.27464,87307.00
2070,31-May-00,150.083649,0.159642,0.000314,0.000314,0,0,0.26843,87235.00
2071,1-Jun-00,119.058601,0.186439,0.000267,0.000267,0,0,0.261969,87164.00
2072,2-Jun-00,118.40023,0.165202,0.000227,0.000227,0,0,0.255353,87092.00
2073,3-Jun-00,118.400192,0.177098,0.000193,0.000193,0,0,0.249206,86948.00
2074,4-Jun-00,116.050163,0.160037,0.000164,0.000164,0,0,0.243277,86805.00
2075,5-Jun-00,116.000137,0.140713,0.00014,0.00014,0,0,0.238098,86626.00
2076,6-Jun-00,119.133453,0.159178,0.000119,0.000119,0,0,0.233039,86446.00
2077,7-Jun-00,112.933434,0.085446,0.000101,0.000101,0,0,0.22886,86320.00
2078,8-Jun-00,107.316757,0.114986,0.000086,0.000086,0,0,0.227068,86159.00
2079,9-Jun-00,107.200081,0.128758,0.000073,0.000073,0,0,0.224106,85963.00
2080,10-Jun-00,107.200066,0.135389,0.000062,0.000062,0,0,0.219907,85766.00
2081,11-Jun-00,107.200058,0.129424,0.000053,0.000053,0,0,0.215807,85535.00
2082,12-Jun-00,107.20005,0.142058,0.000045,0.000045,0,0,0.211687,85392.00
2083,13-Jun-00,107.200043,0.206662,0.000038,0.000038,0,0,0.206518,85125.00
2084,14-Jun-00,107.200035,0.201016,0.000032,0.000032,0,0,0.200545,84982.00
2085,15-Jun-00,109.550026,0.198,0.000028,0.000028,0,0,0.19487,84805.00
2086,16-Jun-00,111.95002,0.199521,0.000023,0.000023,0,0,0.189422,84681.00
2087,17-Jun-00,107.300026,0.158489,0.00002,0.00002,0,0,0.184632,84201.00
2088,18-Jun-00,108.766685,0.1324,0.000017,0.000017,0,0,0.180919,83794.00
2089,19-Jun-00,107.233353,0.174659,0.000014,0.000014,0,0,0.176889,83386.00
2090,20-Jun-00,107.983345,0.198181,0.000012,0.000012,0,0,0.172268,83015.00
2091,21-Jun-00,117.400009,0.188811,0.00001,0.00001,0,0,0.167539,82593.00
2092,22-Jun-00,114.466675,0.185356,0.000009,0.000009,0,0,0.163096,82222.00
2093,23-Jun-00,109.700005,0.177689,0.000008,0.000008,0,0,0.158978,81853.00
2094,24-Jun-00,115.866676,0.173255,0.000006,0.000006,0,0,0.155007,81431.00
2095,25-Jun-00,114.433342,0.189998,0.000005,0.000005,0,0,0.151065,81045.00
2096,26-Jun-00,115.966675,0.193881,0.000005,0.000005,0,0,0.146973,80746.00
2097,27-Jun-00,114.433342,0.195565,0.000004,0.000004,0,0,0.14292,80432.00
2098,28-Jun-00,114.400002,0.192891,0.000003,0.000003,0,0,0.139011,80098.00
2099,29-Jun-00,112.833336,0.198065,0.000003,0.000003,0,0,0.135246,79766.00
2100,30-Jun-00,112.800003,0.188989,0.000002,0.000002,0,0,0.13153,79416.00
2101,1-Jul-00,112.800003,0.178477,0.000002,0.000002,0,0,0.128082,79066.00
2102,2-Jul-00,115.933334,0.157266,0.000002,0.000002,0,0,0.125028,78665.00
2103,3-Jul-00,122.26667,0.141061,0.000001,0.000001,0,0,0.122407,78281.00
2104,4-Jul-00,123.183342,0.153253,0.000001,0.000001,0,0,0.119843,77950.00
2105,5-Jul-00,123.200005,0.138276,0.000001,0.000001,0,0,0.117344,77585.00
2106,6-Jul-00,115.366669,0.1218,0.000001,0.000001,0,0,0.115178,77237.00
2107,7-Jul-00,114.416672,0.126233,0.000001,0.000001,0,0,0.113178,76924.00
2108,8-Jul-00,109.699997,0.155758,0.000001,0.000001,0,0,0.110906,76629.00
2109,9-Jul-00,108.816673,0.17857,0.000001,0.000001,0,0,0.108289,76282.00
2110,10-Jul-00,107.233337,0.176236,0,0,0,0,0.105614,75987.00
2111,11-Jul-00,107.983337,0.185262,0,0,0,0,0.10289,75710.00
2112,12-Jul-00,107.216675,0.15272,0,0,0,0,0.100457,75346.00
2113,13-Jul-00,105.633331,0.134134,0,0,0,0,0.098426,75000.00
2114,14-Jul-00,106.383331,0.169209,0,0,0,0,0.096287,74654.00
2115,15-Jul-00,104.833336,0.175328,0,0,0,0,0.093964,74327.00
2116,16-Jul-00,104.800003,0.107013,0,0,0,0,0.092022,74068.00
2117,17-Jul-00,103.233337,0.120997,0,0,0,0,0.090582,73569.00
2118,18-Jul-00,106.333336,0.159482,0,0,0,0,0.088809,73208.00
2119,19-Jul-00,107.183334,0.175481,0,0,0,0,0.086732,72915.00
2120,20-Jul-00,104.850006,0.188614,0,0,0,0,0.084473,72606.00
2121,21-Jul-00,104.800003,0.183009,0,0,0,0,0.082249,72282.00
2122,22-Jul-00,104.01667,0.183238,0,0,0,0,0.080149,71921.00
2123,23-Jul-00,104,0.182744,0,0,0,0,0.078053,71597.00
2124,24-Jul-00,104.783333,0.189844,0,0,0,0,0.076016,71288.00
2125,25-Jul-00,104.01667,0.209034,0,0,0,0,0.073938,70964.00
