   Ordinate,   Date / Time,Capella Gage FLOW,EF Russian 20 ET-POTENTIAL,EF Russian 20 FLOW,EF Russian 20 FLOW-BASE,EF Russian 20 INFILTRATION,EF Russian 20 PERC-SOIL,EF Russian 20 SATURATION FRACTION,Lake Mendocino Storage
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,
Units,,CFS,IN,CFS,CFS,IN,IN,IN/IN,ACRFT
Type,,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM
1511,19-Nov-98,304.041656,0.041767,0,0,0,0,0.257647,69418.00
1512,20-Nov-98,299.104156,0.034208,0,0,0,0,0.256972,69368.00
1513,21-Nov-98,298.636597,0.014502,2.574102,0,0.158764,0,0.26133,69283.00
1514,22-Nov-98,306.938019,0.03458,3.104679,0,0.107498,0,0.27767,69283.00
1515,23-Nov-98,365.863373,0.022022,50.113369,0,2.256886,0,0.436058,69401.00
1516,24-Nov-98,136.048401,0.021403,8.048398,0,0.062212,0,0.513585,69876.00
1517,25-Nov-98,244.46611,0.032043,0.028614,0,0,0,0.514492,69825.00
1518,26-Nov-98,255.807343,0.0158,5.869835,0,0.268457,0,0.528781,69740.00
1519,27-Nov-98,248.803848,0.031243,0.76218,0,0,0,0.541338,69706.00
1520,28-Nov-98,250.93898,0.034365,0.001477,0,0.010857,0,0.54136,69621.00
1521,29-Nov-98,269.89563,0.015183,19.874796,0,0.904343,0,0.609548,69621.00
1522,30-Nov-98,561.822449,0.021898,294.197449,172.550934,0.880688,0.209265,0.682684,70233.00
1523,1-Dec-98,378.21701,0.02051,188.550339,182.356308,0.064439,0.064439,0.7,71152.00
1524,2-Dec-98,1032.844849,0.009986,824.282349,807.318726,1.138915,1.039957,0.700848,73060.00
1525,3-Dec-98,1205.298462,0.028112,1042.319214,1028.466553,0.10206,0.201017,0.701026,69571.00
1526,4-Dec-98,494.71698,0.025476,329.77948,329.74939,0,0,0.7,68675.00
1527,5-Dec-98,629.813904,0.017074,308.147217,304.622101,0.210614,0.210614,0.700266,68692.00
1528,6-Dec-98,633.180847,0.031949,315.035034,313.357117,0,0,0.7,69097.00
1529,7-Dec-98,564.245789,0.015921,242.329102,240.870712,0.19791,0.19791,0.700015,69367.00
1530,8-Dec-98,500.960297,0.027256,331.710297,328.28006,0,0,0.7,69571.00
1531,9-Dec-98,330.224213,0.028858,165.203384,165.202759,0,0,0.7,69604.00
1532,10-Dec-98,437.798645,0.029278,122.006966,122.006966,0,0,0.7,69537.00
1533,11-Dec-98,422.641815,0.016374,101.683487,101.683487,0,0,0.699926,69571.00
1534,12-Dec-98,407.651093,0.030154,86.651108,86.651108,0,0,0.698288,69672.00
1535,13-Dec-98,506.647949,0.021498,185.647949,182.125839,0.26897,0.226031,0.697856,69774.00
1536,14-Dec-98,586.237732,0.035985,265.237732,262.115143,0,0,0.7,70130.00
1537,15-Dec-98,430.913849,0.030259,109.913841,109.913841,0,0,0.7,70385.00
1538,16-Dec-98,396.045074,0.033422,75.045059,75.045059,0,0,0.699893,70521.00
1539,17-Dec-98,383.643921,0.035127,61.664761,61.664761,0,0,0.697952,70300.00
1540,18-Dec-98,364.773651,0.03902,52.565315,52.565315,0,0,0.694403,69927.00
1541,19-Dec-98,368.674255,0.042931,44.92424,44.92424,0,0,0.690373,69842.00
1542,20-Dec-98,353.502228,0.022442,38.314716,38.314716,0,0,0.686891,69894.00
1543,21-Dec-98,343.707764,0.02301,32.624428,32.624428,0,0,0.684565,69910.00
1544,22-Dec-98,335.817413,0.024102,27.75491,27.75491,0,0,0.682239,69926.00
1545,23-Dec-98,328.664825,0.022527,23.602322,23.602322,0,0,0.6799,69943.00
1546,24-Dec-98,321.150543,0.019673,20.067204,20.067204,0,0,0.677774,69977.00
1547,25-Dec-98,316.101776,0.020325,17.060125,17.060125,0,0,0.675837,69977.00
1548,26-Dec-98,312.523956,0.027574,14.503119,14.503119,0,0,0.673414,69960.00
1549,27-Dec-98,308.370819,0.022531,12.329163,12.329163,0,0,0.670928,69943.00
1550,28-Dec-98,305.501831,0.024295,10.481,10.481,0,0,0.668573,69943.00
1551,29-Dec-98,300.972351,0.028425,8.909852,8.909852,0,0,0.665944,69926.00
1552,30-Dec-98,297.615875,0.027714,7.574216,7.574216,0,0,0.663117,69894.00
1553,31-Dec-98,297.417969,0.036516,6.438796,6.438796,0,0,0.659959,69893.00
1554,1-Jan-99,293.536072,0.026435,5.473581,5.473581,0,0,0.656775,69876.00
1555,2-Jan-99,289.715546,0.031495,4.653057,4.653057,0,0,0.653901,69808.00
1556,3-Jan-99,287.976379,0.034007,3.955534,3.955534,0,0,0.65063,69791.00
1557,4-Jan-99,213.925079,0.025135,3.362575,3.362575,0,0,0.647634,69757.00
1558,5-Jan-99,168.775177,0.023128,2.858504,2.858504,0,0,0.645216,69537.00
1559,6-Jan-99,167.429993,0.020576,2.429996,2.429996,0,0,0.643097,69216.00
1560,7-Jan-99,167.06572,0.022665,2.065724,2.065724,0,0,0.640861,68979.00
1561,8-Jan-99,166.756058,0.031998,1.756059,1.756059,0,0,0.638176,69080.00
1562,9-Jan-99,166.492813,0.027276,1.492815,1.492815,0,0,0.635194,69047.00
1563,10-Jan-99,166.269028,0.023084,1.269032,1.269032,0,0,0.632664,68979.00
1564,11-Jan-99,166.078796,0.022962,1.078796,1.078796,0,0,0.630397,68928.00
1565,12-Jan-99,165.917084,0.030902,0.917078,0.917078,0,0,0.627728,68911.00
1566,13-Jan-99,165.779602,0.020824,0.779602,0.779602,0,0,0.625105,67148.00
1567,14-Jan-99,165.662735,0.023913,0.662735,0.662735,0,0,0.622832,68759.00
1568,15-Jan-99,230.79744,0.015697,65.79744,0.563387,0.399488,0,0.629409,68743.00
1569,16-Jan-99,289.034302,0.02952,124.034309,0.478931,0.058116,0,0.661904,68844.00
1570,17-Jan-99,363.409302,0.010201,198.409302,184.059616,0.943674,0.505631,0.694476,69013.00
1571,18-Jan-99,797.786926,0.034436,633.766113,623.425049,0,0.111845,0.700431,69842.00
1572,19-Jan-99,642.5,0.013222,478.5,470.820129,0.373653,0.373653,0.700086,70334.00
1573,20-Jan-99,867.609253,0.020381,703.609253,692.699707,0.568152,0.568152,0.700259,70896.00
1574,21-Jan-99,822.7677,0.029055,658.7677,652.31012,0.073643,0.073643,0.7,70691.00
1575,22-Jan-99,959.87738,0.009996,795.87738,704.694519,0.867253,0.867253,0.7035,72798.00
1576,23-Jan-99,1187.722778,0.026144,1025.681152,915.272278,0,0,0.7,71169.00
1577,24-Jan-99,505.059326,0.045682,351.871826,351.871399,0,0,0.7,71818.00
1578,25-Jan-99,391.523804,0.044244,228.732117,228.732117,0,0,0.699403,71852.00
1579,26-Jan-99,349.348267,0.035711,186.348282,186.348282,0,0,0.696747,70725.00
1580,27-Jan-99,322.092896,0.042969,159.092896,159.092896,0,0,0.692775,69587.00
1581,28-Jan-99,299.24295,0.035986,136.242935,136.242935,0,0,0.688815,69367.00
1582,29-Jan-99,342.985168,0.035736,116.33934,116.33934,0,0,0.685395,69266.00
1583,30-Jan-99,420.142395,0.034758,99.121574,99.121574,0,0,0.681911,69300.00
1584,31-Jan-99,409.30896,0.038035,84.350624,84.350624,0,0,0.67982,69825.00
1585,1-Feb-99,396.739563,0.039619,71.739555,71.739555,0,0,0.679816,70164.00
1586,2-Feb-99,385.997955,0.043252,60.997963,60.997963,0,0,0.678697,69977.00
1587,3-Feb-99,376.858673,0.046871,51.858677,51.858677,0,0,0.674926,69537.00
1588,4-Feb-99,369.086487,0.048066,44.086472,44.086472,0,0,0.669843,69367.00
1589,5-Feb-99,362.482208,0.036018,37.482224,37.478271,0.029038,0,0.665996,69299.00
1590,6-Feb-99,2460.991455,0.015258,2206.491455,740.068359,1.793476,1.142259,0.707772,69266.00
1591,7-Feb-99,3204.343506,0.03152,3052.19751,1912.508057,0.747824,1.068648,0.724695,72161.00
1592,8-Feb-99,1481.321167,0.013225,1341.112793,1279.017334,1.024838,0.805293,0.704076,75762.00
1593,9-Feb-99,3629.391846,0.037641,3474.704346,1872.431641,0.526912,0.746457,0.712363,79066.00
1594,10-Feb-99,1014.364807,0.037527,824.114807,813.387207,0,0,0.7,82258.00
1595,11-Feb-99,703.978333,0.041197,445.415802,445.415802,0,0,0.699531,77237.00
1596,12-Feb-99,660.625305,0.049149,342.854462,342.854462,0,0,0.696569,72606.00
1597,13-Feb-99,716.916504,0.018817,397.916504,393.987457,0.293697,0.217762,0.695526,72092.00
1598,14-Feb-99,763.910583,0.041254,445.889771,442.563263,0,0,0.7,71442.00
1599,15-Feb-99,594.917175,0.036471,276.917175,276.82666,0.12883,0.12883,0.700086,70300.00
1600,16-Feb-99,2251.521973,0.010711,1932.542847,1446.768921,1.807821,1.440425,0.713404,69469.00
1601,17-Feb-99,2410.540039,0.044054,2091.540039,1665.332764,0.020426,0.387822,0.705322,76126.00
1602,18-Feb-99,1822.665283,0.024146,1504.644409,1151.348755,0.651343,0.651343,0.703474,78421.00
1603,19-Feb-99,861.918213,0.038744,853.824463,811.568909,0,0,0.7,80922.00
1604,20-Feb-99,774.585938,0.013406,773.085938,763.822327,0.766808,0.744948,0.702454,78090.00
1605,21-Feb-99,1160.955566,0.029992,1160.669678,1149.169312,0.275346,0.297206,0.700046,77272.00
1606,22-Feb-99,761.874084,0.042362,761.614075,756.639221,0,0,0.7,76542.00
1607,23-Feb-99,415.435669,0.027853,415.195251,415.188507,0,0,0.7,74482.00
1608,24-Feb-99,514.726807,0.028477,514.496582,472.890747,0.666624,0.517373,0.702555,71887.00
1609,25-Feb-99,1290.946899,0.036785,1290.716919,1160.73999,0.173869,0.32312,0.700758,70521.00
1610,26-Feb-99,507.739838,0.038421,507.509827,507.309357,0,0,0.7,69097.00
1611,27-Feb-99,315.922943,0.029625,315.692932,315.692932,0,0,0.7,68945.00
1612,28-Feb-99,816.544434,0.021714,816.324219,802.813354,0.604536,0.604536,0.700845,69147.00
1613,1-Mar-99,557.934143,0.059,557.753296,556.329651,0,0,0.7,70691.00
1614,2-Mar-99,351.090668,0.044197,350.930267,347.653412,0.332419,0.298077,0.700569,70895.00
1615,3-Mar-99,612.512085,0.055145,612.185669,596.953308,0,0.029188,0.700061,71186.00
1616,4-Mar-99,603.493652,0.063636,288.195099,288.191803,0,0,0.699335,71459.00
1617,5-Mar-99,532.485291,0.056157,207.54776,207.54776,0,0,0.695501,71715.00
1618,6-Mar-99,496.798645,0.05124,171.79863,171.79863,0,0,0.690067,71903.00
1619,7-Mar-99,470.234283,0.068205,146.213455,146.213455,0,0,0.684166,72006.00
1620,8-Mar-99,1087.568604,0.024271,763.568665,592.277283,1.128387,0.901752,0.695996,72058.00
1621,9-Mar-99,1635.460571,0.050538,1311.460571,1259.724243,0.302314,0.332423,0.700243,74034.00
1622,10-Mar-99,768.939026,0.053374,444.939026,444.789856,0,0,0.699916,75762.00
1623,11-Mar-99,570.540894,0.073717,246.540909,246.540909,0,0,0.696038,76750.00
1624,12-Mar-99,515.775146,0.05286,191.775146,191.775146,0,0,0.689702,80796.00
1625,13-Mar-99,484.808228,0.067327,162.766571,162.766571,0,0,0.683992,78229.00
1626,14-Mar-99,728.124146,0.016126,406.124146,394.742584,0.542007,0.3436,0.692184,78909.00
1627,15-Mar-99,677.568909,0.077351,355.568909,353.560669,0,0,0.7,80518.00
1628,16-Mar-99,497.069611,0.083076,175.069611,175.069611,0,0,0.697385,80939.00
1629,17-Mar-99,452.755707,0.063647,128.797363,128.797363,0,0,0.691034,81115.00
1630,18-Mar-99,429.457855,0.060306,107.416183,107.416183,0,0,0.684631,81220.00
1631,19-Mar-99,421.455444,0.053913,91.622101,91.622101,0,0,0.678695,81255.00
1632,20-Mar-99,409.195953,0.065982,78.216774,78.216774,0,0,0.672921,81941.00
1633,21-Mar-99,397.656189,0.054956,66.656189,66.656189,0,0,0.666915,82628.00
1634,22-Mar-99,387.01474,0.038197,56.993896,56.733269,0.200507,0,0.663394,83352.00
1635,23-Mar-99,385.247131,0.079112,55.24712,48.255814,0.094246,0,0.68943,83954.00
1636,24-Mar-99,1801.171387,0.019807,1470.192261,993.307678,1.792061,1.345653,0.711438,84449.00
1637,25-Mar-99,2206.695801,0.061355,1876.675049,1439.995361,0.038834,0.385091,0.70515,89195.00
1638,26-Mar-99,806.43158,0.098341,476.43158,476.408539,0,0,0.697636,88320.00
1639,27-Mar-99,582.565796,0.10366,252.565811,252.565811,0,0,0.688882,88238.00
1640,28-Mar-99,522.878784,0.090003,194.837097,194.837097,0,0,0.679359,88538.00
1641,29-Mar-99,493.766266,0.04146,165.766281,165.766281,0,0,0.672669,88666.00
1642,30-Mar-99,475.147766,0.04843,147.147766,143.767395,0.344419,0.006648,0.675709,88757.00
1643,31-Mar-99,462.496887,0.068362,134.496902,129.369247,0,0,0.7,89085.00
1644,1-Apr-99,434.056183,0.087698,106.05619,106.055626,0,0,0.697718,89213.00
1645,2-Apr-99,417.5896,0.107197,89.589584,89.589584,0,0,0.689431,89287.00
1646,3-Apr-99,404.126953,0.099581,76.126961,76.126961,0,0,0.678691,89268.00
1647,4-Apr-99,391.759338,0.103518,64.738503,64.738503,0,0,0.668679,89160.00
1648,5-Apr-99,389.072418,0.047616,59.134918,55.04953,0.173489,0,0.675256,89086.00
1649,6-Apr-99,377.984161,0.074734,47.004986,46.80447,0,0,0.680397,89195.00
1650,7-Apr-99,209.228622,0.069164,39.791119,39.791119,0,0,0.676268,89031.00
1651,8-Apr-99,435.276184,0.047089,264.380371,252.827942,0.476278,0.203405,0.697313,88702.00
1652,9-Apr-99,285.146027,0.08333,116.104362,115.890717,0,0,0.699068,88795.00
1653,10-Apr-99,552.930237,0.028169,268.38855,262.380463,0.725726,0.587143,0.69921,88830.00
1654,11-Apr-99,2033.182373,0.103594,1852.911499,1359.828247,0.590774,0.688722,0.707462,89725.00
1655,12-Apr-99,681.041504,0.131499,504.020691,500.117401,0,0,0.693657,90127.00
1656,13-Apr-99,401.794861,0.125337,226.753204,226.753204,0,0,0.680585,89140.00
1657,14-Apr-99,339.313538,0.132263,164.313522,164.313522,0,0,0.667821,88812.00
1658,15-Apr-99,313.293884,0.125211,138.293869,138.293869,0,0,0.654846,88538.00
1659,16-Apr-99,293.900696,0.122375,118.900696,118.900696,0,0,0.642928,88538.00
1660,17-Apr-99,276.94397,0.144351,101.943954,101.943954,0,0,0.629483,88483.00
1661,18-Apr-99,261.077576,0.113622,87.056732,87.056732,0,0,0.616557,88447.00
1662,19-Apr-99,249.146042,0.128965,74.166878,74.166878,0,0,0.604451,88265.00
1663,20-Apr-99,237.131729,0.105378,63.110901,63.110901,0,0,0.592669,88374.00
1664,21-Apr-99,227.673645,0.085376,53.673637,53.673637,0,0,0.58298,88520.00
1665,22-Apr-99,219.636368,0.154939,45.636372,45.636372,0,0,0.571296,88613.00
1666,23-Apr-99,212.798431,0.155848,38.798435,38.798435,0,0,0.555125,88738.00
1667,24-Apr-99,207.962662,0.154067,32.983501,32.983501,0,0,0.540133,88830.00
1668,25-Apr-99,202.060333,0.090684,28.039507,28.039507,0,0,0.527879,88903.00
1669,26-Apr-99,197.836365,0.084876,23.83637,23.83637,0,0,0.518942,88977.00
1670,27-Apr-99,195.242371,0.111874,20.263206,20.263206,0,0,0.509104,89213.00
1671,28-Apr-99,191.246475,0.116031,17.225647,17.225647,0,0,0.497588,89195.00
1672,29-Apr-99,188.643417,0.135309,14.643421,14.643421,0,0,0.485064,89140.00
1673,30-Apr-99,186.448288,0.158256,12.448282,12.448282,0,0,0.470882,89140.00
1674,1-May-99,184.582214,0.114389,10.582207,10.582207,0,0,0.456515,89160.00
1675,2-May-99,182.995865,0.055463,8.995868,8.995868,0,0,0.44777,89160.00
1676,3-May-99,181.647324,0.078924,7.64733,7.64733,0,0,0.44158,89195.00
1677,4-May-99,100.209282,0.112603,6.500947,6.500947,0,0,0.43203,89213.00
1678,5-May-99,180.755585,0.148629,5.526414,5.526414,0,0,0.419167,89103.00
1679,6-May-99,326.614624,0.133521,4.697969,4.697969,0,0,0.405717,89195.00
1680,7-May-99,326.056213,0.149676,3.993714,3.993714,0,0,0.393373,89469.00
1681,8-May-99,325.39502,0.138909,3.395031,3.395031,0,0,0.382291,88939.00
1682,9-May-99,185.844421,0.142196,2.886095,2.886095,0,0,0.372584,87867.00
1683,10-May-99,182.453445,0.113644,2.453451,2.453451,0,0,0.36443,87686.00
1684,11-May-99,182.085663,0.14698,2.085663,2.085663,0,0,0.356908,87705.00
1685,12-May-99,181.77301,0.139081,1.773009,1.773009,0,0,0.349525,87740.00
1686,13-May-99,210.882217,0.13229,1.507224,1.507224,0,0,0.342537,87758.00
1687,14-May-99,244.572952,0.111899,1.281281,1.281281,0,0,0.33662,87776.00
1688,15-May-99,245.089203,0.122844,1.089209,1.089209,0,0,0.331102,87831.00
1689,16-May-99,244.925934,0.149437,0.92593,0.92593,0,0,0.324875,87866.00
1690,17-May-99,237.932953,0.145182,0.787127,0.787127,0,0,0.317943,87939.00
1691,18-May-99,240.606628,0.119341,0.669132,0.669132,0,0,0.311993,88048.00
1692,19-May-99,244.485489,0.133389,0.568825,0.568825,0,0,0.306375,88120.00
1693,20-May-99,244.483551,0.106004,0.483554,0.483554,0,0,0.301302,88228.00
1694,21-May-99,240.4944,0.157027,0.411066,0.411066,0,0,0.295664,88301.00
1695,22-May-99,240.349442,0.194305,0.349445,0.349445,0,0,0.288457,88410.00
1696,23-May-99,239.317902,0.154263,0.297061,0.297061,0,0,0.281275,88465.00
1697,24-May-99,239.252533,0.142376,0.25253,0.25253,0,0,0.275423,88538.00
1698,25-May-99,240.193848,0.160247,0.214674,0.214674,0,0,0.26942,88593.00
1699,26-May-99,240.182495,0.166097,0.182493,0.182493,0,0,0.263204,88702.00
1700,27-May-99,242.113464,0.161686,0.155136,0.155136,0,0,0.257135,88775.00
1701,28-May-99,161.84021,0.169224,0.13188,0.13188,0,0,0.251182,88812.00
1702,29-May-99,160.112106,0.117887,0.11211,0.11211,0,0,0.245812,88739.00
1703,30-May-99,156.178635,0.149522,0.095304,0.095304,0,0,0.241392,88684.00
1704,31-May-99,156.081024,0.14889,0.081018,0.081018,0,0,0.236263,88612.00
1705,1-Jun-99,126.302208,0.064714,0.068873,0.068873,0,0,0.232633,88520.00
1706,2-Jun-99,125.658546,0.111367,0.058548,0.058548,0,0,0.229689,88410.00
1707,3-Jun-99,125.649773,0.088252,0.049771,0.049771,0,0,0.226478,88211.00
1708,4-Jun-99,125.642311,0.135361,0.04231,0.04231,0,0,0.222952,88132.00
1709,5-Jun-99,124.852638,0.15997,0.035968,0.035968,0,0,0.218282,88084.00
1710,6-Jun-99,125.613907,0.163592,0.030576,0.030576,0,0,0.213334,88067.00
1711,7-Jun-99,125.625992,0.1389,0.025992,0.025992,0,0,0.208663,87812.00
1712,8-Jun-99,125.622093,0.154152,0.022096,0.022096,0,0,0.204401,87614.00
1713,9-Jun-99,125.618782,0.130298,0.018784,0.018784,0,0,0.200339,87470.00
1714,10-Jun-99,125.615967,0.161262,0.015968,0.015968,0,0,0.196175,87335.00
1715,11-Jun-99,127.180244,0.166117,0.013574,0.013574,0,0,0.191634,87254.00
1716,12-Jun-99,127.994873,0.152978,0.011539,0.011539,0,0,0.187329,87128.00
1717,13-Jun-99,128.009811,0.166951,0.00981,0.00981,0,0,0.183074,86948.00
1718,14-Jun-99,128.008347,0.161239,0.008339,0.008339,0,0,0.17875,86822.00
1719,15-Jun-99,128.007095,0.13843,0.007089,0.007089,0,0,0.175042,86661.00
1720,16-Jun-99,128.006027,0.17476,0.006026,0.006026,0,0,0.171197,86356.00
1721,17-Jun-99,128.005127,0.177318,0.005123,0.005123,0,0,0.166877,86374.00
1722,18-Jun-99,118.604355,0.128847,0.004355,0.004355,0,0,0.163288,86249.00
1723,19-Jun-99,107.437042,0.172235,0.003702,0.003702,0,0,0.159855,86123.00
1724,20-Jun-99,108.769814,0.161113,0.003147,0.003147,0,0,0.156136,85838.00
1725,21-Jun-99,109.586006,0.178155,0.002675,0.002675,0,0,0.152145,85659.00
1726,22-Jun-99,109.602272,0.19748,0.002274,0.002274,0,0,0.148286,85463.00
1727,23-Jun-99,108.818604,0.199474,0.001933,0.001933,0,0,0.144162,85285.00
1728,24-Jun-99,104.884979,0.143432,0.001644,0.001644,0,0,0.140622,85019.00
1729,25-Jun-99,107.151405,0.177421,0.001397,0.001397,0,0,0.137467,84769.00
1730,26-Jun-99,107.98452,0.182075,0.001188,0.001188,0,0,0.133964,84591.00
1731,27-Jun-99,108.001007,0.191693,0.00101,0.00101,0,0,0.130452,84236.00
1732,28-Jun-99,107.217529,0.190591,0.000858,0.000858,0,0,0.12693,83954.00
1733,29-Jun-99,107.200737,0.207402,0.00073,0.00073,0,0,0.123369,83688.00
1734,30-Jun-99,107.200623,0.227916,0.00062,0.00062,0,0,0.119652,83369.00
1735,1-Jul-99,107.200531,0.219926,0.000527,0.000527,0,0,0.115851,82893.00
1736,2-Jul-99,107.200455,0.200041,0.000448,0.000448,0,0,0.112396,82733.00
1737,3-Jul-99,107.200386,0.155026,0.000381,0.000381,0,0,0.10952,82345.00
1738,4-Jul-99,106.416992,0.169737,0.000324,0.000324,0,0,0.10705,81976.00
1739,5-Jul-99,106.400276,0.192231,0.000275,0.000275,0,0,0.104344,81695.00
1740,6-Jul-99,106.400238,0.186484,0.000234,0.000234,0,0,0.101517,81396.00
1741,7-Jul-99,106.4002,0.177909,0.000199,0.000199,0,0,0.098921,81045.00
1742,8-Jul-99,106.400169,0.194023,0.000169,0.000169,0,0,0.096342,80729.00
1743,9-Jul-99,105.616806,0.182435,0.000144,0.000144,0,0,0.09374,80448.00
1744,10-Jul-99,106.383453,0.206139,0.000122,0.000122,0,0,0.091231,80308.00
1745,11-Jul-99,107.183441,0.200417,0.000104,0.000104,0,0,0.088587,80203.00
1746,12-Jul-99,102.500092,0.20094,0.000088,0.000088,0,0,0.08609,82944.00
1747,13-Jul-99,103.966743,0.188463,0.000075,0.000075,0,0,0.083734,79119.00
1748,14-Jul-99,108.700066,0.191585,0.000064,0.000064,0,0,0.081485,78979.00
1749,15-Jul-99,107.233391,0.17228,0.000054,0.000054,0,0,0.07939,78560.00
1750,16-Jul-99,106.416718,0.173909,0.000046,0.000046,0,0,0.077441,78054.00
1751,17-Jul-99,106.40004,0.158712,0.000039,0.000039,0,0,0.075596,77584.00
1752,18-Jul-99,105.616699,0.167559,0.000033,0.000033,0,0,0.073891,77098.00
1753,19-Jul-99,108.733368,0.131947,0.000028,0.000028,0,0,0.072292,76681.00
1754,20-Jul-99,109.583359,0.133576,0.000024,0.000024,0,0,0.070943,76248.00
1755,21-Jul-99,110.383354,0.133647,0.00002,0.00002,0,0,0.069604,75779.00
1756,22-Jul-99,108.833351,0.168553,0.000017,0.000017,0,0,0.068114,75346.00
1757,23-Jul-99,108.016678,0.139207,0.000015,0.000015,0,0,0.066623,74897.00
1758,24-Jul-99,108.000015,0.141775,0.000013,0.000013,0,0,0.065301,74413.00
1759,25-Jul-99,108.000008,0.175995,0.000011,0.000011,0,0,0.06383,74016.00
1760,26-Jul-99,108.783348,0.169339,0.000009,0.000009,0,0,0.062276,73638.00
1761,27-Jul-99,106.450012,0.14029,0.000008,0.000008,0,0,0.06093,73242.00
1762,28-Jul-99,106.400009,0.143179,0.000007,0.000007,0,0,0.059698,72847.00
1763,29-Jul-99,105.616669,0.138178,0.000006,0.000006,0,0,0.058517,72418.00
1764,30-Jul-99,105.600006,0.169304,0.000005,0.000005,0,0,0.057235,72006.00
1765,31-Jul-99,105.600006,0.185012,0.000004,0.000004,0,0,0.055831,74723.00
1766,1-Aug-99,106.383339,0.162885,0.000003,0.000003,0,0,0.054422,70981.00
1767,2-Aug-99,105.616669,0.167174,0.000003,0.000003,0,0,0.053156,70589.00
1768,3-Aug-99,83.666672,0.168384,0.000002,0.000002,0,0,0.051895,70368.00
1769,4-Aug-99,105.133331,0.169218,0.000002,0.000002,0,0,0.050659,69894.00
1770,5-Aug-99,105.599998,0.076002,0.000002,0.000002,0,0,0.049769,69469.00
1771,6-Aug-99,104.816673,0.102932,0.000002,0.000002,0,0,0.049107,69029.00
1772,7-Aug-99,105.583336,0.106486,0.000001,0.000001,0,0,0.048409,68675.00
1773,8-Aug-99,104.816673,0.12486,0.000001,0.000001,0,0,0.047609,68255.00
1774,9-Aug-99,104.800003,0.146,0.000001,0.000001,0,0,0.046713,67852.00
1775,10-Aug-99,104.800003,0.105074,0.000001,0.000001,0,0,0.045859,67449.00
1776,11-Aug-99,104.800003,0.109404,0.000001,0.000001,0,0,0.045177,67082.00
1777,12-Aug-99,104.800003,0.12324,0.000001,0.000001,0,0,0.044434,66714.00
1778,13-Aug-99,104.800003,0.129687,0,0,0,0,0.043638,66331.00
1779,14-Aug-99,104.800003,0.14997,0,0,0,0,0.042763,65984.00
1780,15-Aug-99,104.800003,0.1487,0,0,0,0,0.041862,65550.00
1781,16-Aug-99,104.800003,0.17352,0,0,0,0,0.040922,65169.00
1782,17-Aug-99,104.800003,0.159982,0,0,0,0,0.039966,64789.00
1783,18-Aug-99,104.800003,0.147328,0,0,0,0,0.039079,64377.00
1784,19-Aug-99,104.800003,0.16839,0,0,0,0,0.03822,63980.00
1785,20-Aug-99,105.583328,0.15991,0,0,0,0,0.03733,63568.00
1786,21-Aug-99,105.599998,0.155818,0,0,0,0,0.036487,63156.00
1787,22-Aug-99,105.599998,0.164293,0,0,0,0,0.035674,62762.00
1788,23-Aug-99,107.166672,0.125163,0,0,0,0,0.034936,62369.00
1789,24-Aug-99,107.200005,0.161611,0,0,0,0,0.034222,61959.00
1790,25-Aug-99,106.416672,0.163183,0,0,0,0,0.033445,61566.00
1791,26-Aug-99,104.833336,0.139993,0,0,0,0,0.032722,61158.00
1792,27-Aug-99,107.150002,0.159209,0,0,0,0,0.032018,60783.00
1793,28-Aug-99,110.333336,0.159327,0,0,0,0,0.031309,60359.00
1794,29-Aug-99,111.183334,0.164998,0,0,0,0,0.030595,59919.00
1795,30-Aug-99,111.200005,0.138032,0,0,0,0,0.029926,59480.00
1796,31-Aug-99,110.416672,0.130791,0,0,0,0,0.029367,59448.00
1797,1-Sep-99,110.400002,0.10849,0,0,0,0,0.028861,57102.00
1798,2-Sep-99,110.400002,0.141822,0,0,0,0,0.028352,58200.00
1799,3-Sep-99,110.400002,0.132054,0,0,0,0,0.027797,57812.00
1800,4-Sep-99,110.400002,0.134617,0,0,0,0,0.027272,57441.00
1801,5-Sep-99,110.400002,0.150881,0,0,0,0,0.026729,57070.00
1802,6-Sep-99,108.833336,0.141195,0,0,0,0,0.026166,56684.00
1803,7-Sep-99,107.233337,0.16087,0,0,0,0,0.02562,56314.00
1804,8-Sep-99,105.633331,0.143564,0,0,0,0,0.025073,55881.00
1805,9-Sep-99,107.166672,0.125892,0,0,0,0,0.024595,55401.00
1806,10-Sep-99,108.76667,0.114404,0,0,0,0,0.024166,54985.00
1807,11-Sep-99,108.800003,0.122191,0,0,0,0,0.023759,54141.00
1808,12-Sep-99,108.800003,0.115219,0,0,0,0,0.023365,54141.00
1809,13-Sep-99,108.800003,0.118209,0,0,0,0,0.022975,53712.00
1810,14-Sep-99,118.200005,0.121739,0,0,0,0,0.022583,53379.00
1811,15-Sep-99,112.916672,0.125109,0,0,0,0,0.022189,53126.00
1812,16-Sep-99,141.78334,0.122493,0,0,0,0,0.021796,52984.00
1813,17-Sep-99,167.46666,0.132982,0,0,0,0,0.021404,52652.00
1814,18-Sep-99,144.5,0.124248,0,0,0,0,0.021018,52495.00
1815,19-Sep-99,143.21666,0.091753,0,0,0,0,0.020679,52274.00
