   Ordinate,   Date / Time,Hopland Gage FLOW,Russian 60 ET-POTENTIAL,Russian 60 FLOW,Russian 60 FLOW-BASE,Russian 60 INFILTRATION,Russian 60 PERC-SOIL,Russian 60 SATURATION FRACTION,Russian 70 ET-POTENTIAL,Russian 70 FLOW,Russian 70 FLOW-BASE,Russian 70 INFILTRATION,Russian 70 PERC-SOIL,Russian 70 SATURATION FRACTION,WF Russian ET-POTENTIAL,WF Russian FLOW,WF Russian FLOW-BASE,WF Russian INFILTRATION,WF Russian PERC-SOIL,WF Russian SATURATION FRACTION,Lake Mendocino Storage
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,
Units, ,CFS,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,ACRFT
Type, ,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM
1078,12-Sep-97,252.8966,0.0636,0.001,0.001,0,0,0,0.0636,0.0014,0.0014,0,0,0,0.0545,0.0029,0.0029,0,0,0.0021,39253.00
1079,13-Sep-97,262.7983,0.0616,0.0009,0.0009,0,0,0,0.0615,0.0013,0.0013,0,0,0,0.0527,0.0027,0.0027,0,0,0,39054.00
1080,14-Sep-97,282.1526,0.0146,0.7115,0.0008,0.215,0,0.0151,0.0146,14.0935,0.0012,0.2624,0,0.0182,0.0125,14.0583,0.0026,0.3304,0,0.0228,38844.00
1081,15-Sep-97,292.3202,0.0444,0.5103,0.0008,0,0,0.0307,0.0444,10.1164,0.0012,0.0404,0,0.041,0.038,3.8565,0.0024,0.1493,0,0.0538,38745.00
1082,16-Sep-97,270.9167,0.0595,0.0325,0.0008,0,0,0.0307,0.0595,1.7684,0.0011,0,0,0.0433,0.051,4.3061,0.0023,0,0,0.0685,37579.00
1083,17-Sep-97,263.6248,0.0342,0.0007,0.0007,0,0,0.0302,0.0342,0.0971,0.001,0,0,0.0433,0.0293,0.0022,0.0022,0,0,0.0685,38466.00
1084,18-Sep-97,264.2565,0.0538,0.0007,0.0007,0,0,0.0254,0.0537,0.001,0.001,0,0,0.0401,0.046,0.002,0.002,0,0,0.067,38368.00
1085,19-Sep-97,265.6135,0.0614,0.0006,0.0006,0,0,0.0173,0.0614,0.0009,0.0009,0,0,0.0322,0.0526,0.0019,0.0019,0,0,0.0611,38187.00
1086,20-Sep-97,264.1312,0.0625,0.0006,0.0006,0,0,0.0084,0.0625,0.0009,0.0009,0,0,0.0234,0.0536,0.0018,0.0018,0,0,0.0536,38021.00
1087,21-Sep-97,262.3991,0.0653,0.0006,0.0006,0,0,0.0016,0.0653,0.0008,0.0008,0,0,0.0144,0.056,0.0017,0.0017,0,0,0.0458,37855.00
1088,22-Sep-97,260.1431,0.0645,0.0005,0.0005,0,0,0,0.0645,0.0008,0.0008,0,0,0.0051,0.0553,0.0016,0.0016,0,0,0.0379,37702.00
1089,23-Sep-97,257.1548,0.0667,0.0005,0.0005,0,0,0,0.0667,0.0007,0.0007,0,0,0.0001,0.0572,0.0015,0.0015,0,0,0.0298,37482.00
1090,24-Sep-97,243.5808,0.068,0.0005,0.0005,0,0,0,0.0679,0.0007,0.0007,0,0,0,0.0582,0.0014,0.0014,0,0,0.0216,37276.00
1091,25-Sep-97,227.4149,0.0613,0.0004,0.0004,0,0,0,0.0612,0.0006,0.0006,0,0,0,0.0525,0.0013,0.0013,0,0,0.0136,37112.00
1092,26-Sep-97,222.0874,0.0569,0.0004,0.0004,0,0,0,0.0568,0.0006,0.0006,0,0,0,0.0487,0.0013,0.0013,0,0,0.0064,36948.00
1093,27-Sep-97,222.0028,0.057,0.0004,0.0004,0,0,0,0.057,0.0006,0.0006,0,0,0,0.0488,0.0012,0.0012,0,0,0.0011,36853.00
1094,28-Sep-97,222.002,0.057,0.0004,0.0004,0,0,0,0.057,0.0005,0.0005,0,0,0,0.0489,0.0011,0.0011,0,0,0,36812.00
1095,29-Sep-97,222.0019,0.0746,0.0003,0.0003,0,0,0,0.0746,0.0005,0.0005,0,0,0,0.0639,0.001,0.001,0,0,0,36812.00
1096,30-Sep-97,222.0018,0.0653,0.0003,0.0003,0,0,0,0.0653,0.0005,0.0005,0,0,0,0.0559,0.001,0.001,0,0,0,36799.00
1097,1-Oct-97,228.2679,0.0377,0.0241,0.0003,0.038,0,0.001,0.0377,0.092,0.0004,0.0131,0,0.0003,0.0323,0.0636,0.0009,0.0061,0,0.0001,36759.00
1098,2-Oct-97,239.6016,0.0312,0.1839,0.0003,0,0,0.0054,0.0312,0.9823,0.0004,0,0,0.0019,0.0267,0.2215,0.0009,0,0,0.0009,36717.00
1099,3-Oct-97,242.0829,0.048,0.0141,0.0003,0,0,0.0054,0.048,0.053,0.0004,0,0,0.0019,0.0411,0.0008,0.0008,0,0,0.0009,36690.00
1100,4-Oct-97,242.0032,0.0541,0.0003,0.0003,0,0,0.0034,0.0541,0.0004,0.0004,0,0,0.0009,0.0463,0.0008,0.0008,0,0,0.0005,36663.00
1101,5-Oct-97,242.0014,0.0431,0.0002,0.0002,0,0,0.0002,0.043,0.0004,0.0004,0,0,0,0.0369,0.0007,0.0007,0,0,0,36582.00
1102,6-Oct-97,242.0013,0.0358,0.0002,0.0002,0,0,0,0.0358,0.0003,0.0003,0,0,0,0.0306,0.0007,0.0007,0,0,0,36419.00
1103,7-Oct-97,241.3792,0.0468,0.0002,0.0002,0,0,0,0.0468,0.0003,0.0003,0,0,0,0.0401,0.0006,0.0006,0,0,0,36595.00
1104,8-Oct-97,258.5851,0.0077,1.2058,0.0002,0.8556,0,0.0324,0.0077,24.8191,0.0003,0.9032,0,0.0361,0.0066,38.7365,0.0006,1.2134,0,0.0532,36554.00
1105,9-Oct-97,322.6683,0.0162,3.5862,0.0002,0.0351,0,0.1239,0.0162,53.5323,0.0003,0.0823,0,0.1331,0.0138,23.536,0.0006,0.1735,0,0.1818,36703.00
1106,10-Oct-97,196.7334,0.0287,0.3865,0.0002,0,0,0.1272,0.0287,6.3294,0.0003,0,0,0.1408,0.0245,1.9405,0.0005,0,0,0.1981,36921.00
1107,11-Oct-97,168.0324,0.0407,0.0096,0.0002,0,0,0.1272,0.0407,0.1728,0.0002,0,0,0.1408,0.0348,0.0005,0.0005,0,0,0.1981,37112.00
1108,12-Oct-97,169.2129,0.0368,0.0002,0.0002,0,0,0.1269,0.0367,0.0002,0.0002,0,0,0.1405,0.0315,0.0005,0.0005,0,0,0.1981,37262.00
1109,13-Oct-97,169.9344,0.0384,0.0001,0.0001,0,0,0.1235,0.0383,0.0002,0.0002,0,0,0.1371,0.0328,0.0005,0.0005,0,0,0.1965,37413.00
1110,14-Oct-97,169.9973,0.0383,0.0001,0.0001,0,0,0.118,0.0383,0.0002,0.0002,0,0,0.1316,0.0328,0.0004,0.0004,0,0,0.1923,37592.00
1111,15-Oct-97,170.0006,0.0423,0.0001,0.0001,0,0,0.1123,0.0423,0.0002,0.0002,0,0,0.1259,0.0362,0.0004,0.0004,0,0,0.1874,37979.00
1112,16-Oct-97,170.0007,0.0423,0.0001,0.0001,0,0,0.1063,0.0423,0.0002,0.0002,0,0,0.1199,0.0362,0.0004,0.0004,0,0,0.1822,38159.00
1113,17-Oct-97,170.0007,0.0369,0.0001,0.0001,0,0,0.1006,0.0369,0.0002,0.0002,0,0,0.1141,0.0316,0.0004,0.0004,0,0,0.1773,38257.00
1114,18-Oct-97,170.0006,0.04,0.0001,0.0001,0,0,0.0951,0.04,0.0002,0.0002,0,0,0.1087,0.0343,0.0003,0.0003,0,0,0.1727,38312.00
1115,19-Oct-97,170.0006,0.0372,0.0001,0.0001,0,0,0.0896,0.0371,0.0002,0.0002,0,0,0.1032,0.0318,0.0003,0.0003,0,0,0.168,38411.00
1116,20-Oct-97,172.6981,0.0356,0.0001,0.0001,0,0,0.0844,0.0356,0.0001,0.0001,0,0,0.098,0.0305,0.0003,0.0003,0,0,0.1635,38173.00
1117,21-Oct-97,178.8369,0.0416,0.0001,0.0001,0,0,0.079,0.0416,0.0001,0.0001,0,0,0.0926,0.0357,0.0003,0.0003,0,0,0.1589,37785.00
1118,22-Oct-97,183.0708,0.0352,0.0001,0.0001,0,0,0.0734,0.0352,0.0001,0.0001,0,0,0.087,0.0301,0.0003,0.0003,0,0,0.1541,37455.00
1119,23-Oct-97,183.9284,0.0367,0.0001,0.0001,0,0,0.0683,0.0367,0.0001,0.0001,0,0,0.0819,0.0314,0.0002,0.0002,0,0,0.1497,37112.00
1120,24-Oct-97,183.9967,0.0377,0.0001,0.0001,0,0,0.0632,0.0377,0.0001,0.0001,0,0,0.0767,0.0323,0.0002,0.0002,0,0,0.1453,36812.00
1121,25-Oct-97,184.0002,0.0323,0.0001,0.0001,0,0,0.0579,0.0323,0.0001,0.0001,0,0,0.0715,0.0277,0.0002,0.0002,0,0,0.1408,36473.00
1122,26-Oct-97,184.0004,0.0371,0.0001,0.0001,0,0,0.0531,0.0371,0.0001,0.0001,0,0,0.0667,0.0318,0.0002,0.0002,0,0,0.1367,36123.00
1123,27-Oct-97,186.6979,0.0343,0.0001,0.0001,0,0,0.0479,0.0343,0.0001,0.0001,0,0,0.0615,0.0294,0.0002,0.0002,0,0,0.1323,35736.00
1124,28-Oct-97,195.1501,0.0314,0.0001,0.0001,0,0,0.0433,0.0314,0.0001,0.0001,0,0,0.0569,0.0269,0.0002,0.0002,0,0,0.1283,35404.00
1125,29-Oct-97,201.7049,0.0124,0.0001,0.0001,0,0,0.0401,0.0124,0.0001,0.0001,0,0,0.0536,0.0106,0.0002,0.0002,0,0,0.1255,35023.00
1126,30-Oct-97,201.9985,0.0163,0.0001,0.0001,0,0,0.038,0.0163,0.0001,0.0001,0,0,0.0516,0.0139,0.0002,0.0002,0,0,0.1238,34708.00
1127,31-Oct-97,202.0003,0.0243,0.0001,0.0001,0,0,0.0352,0.0242,0.0001,0.0001,0,0,0.0487,0.0207,0.0002,0.0002,0,0,0.1213,34409.00
1128,1-Nov-97,202.0003,0.0327,0,0,0,0,0.031,0.0327,0.0001,0.0001,0,0,0.0446,0.028,0.0001,0.0001,0,0,0.1178,34215.00
1129,2-Nov-97,202.0002,0.0306,0,0,0,0,0.0265,0.0306,0.0001,0.0001,0,0,0.0401,0.0262,0.0001,0.0001,0,0,0.1139,34357.00
1130,3-Nov-97,202.0002,0.0246,0,0,0,0,0.0226,0.0246,0.0001,0.0001,0,0,0.0362,0.021,0.0001,0.0001,0,0,0.1106,34513.00
1131,4-Nov-97,199.8139,0.0267,0,0,0,0,0.0189,0.0266,0.0001,0.0001,0,0,0.0325,0.0228,0.0001,0.0001,0,0,0.1074,34865.00
1132,5-Nov-97,190.9626,0.0336,0,0,0,0,0.0147,0.0336,0.0001,0.0001,0,0,0.0283,0.0288,0.0001,0.0001,0,0,0.1039,35048.00
1133,6-Nov-97,180.5894,0.0082,0,0,0,0,0.0116,0.0082,0.0001,0.0001,0,0,0.0252,0.0071,0.0001,0.0001,0,0,0.1012,35259.00
1134,7-Nov-97,176.4049,0.0229,0,0,0,0,0.0094,0.0228,0,0,0,0,0.023,0.0195,0.0001,0.0001,0,0,0.0993,35510.00
1135,8-Nov-97,174.6701,0.0154,0,0,0,0,0.0067,0.0154,0,0,0,0,0.0203,0.0131,0.0001,0.0001,0,0,0.097,35722.00
1136,9-Nov-97,173.6086,0.0228,0,0,0,0,0.0042,0.0228,0,0,0,0,0.0189,0.0195,0.0001,0.0001,0,0,0.0958,35936.00
1137,10-Nov-97,180.7895,0.0126,0.855,0,0.1932,0,0.0218,0.0125,7.5222,0,0.1091,0,0.0295,0.0107,4.4941,0.0001,0.0978,0,0.1055,36177.00
1138,11-Nov-97,179.7292,0.0155,0.2569,0,0,0,0.0298,0.0155,1.8196,0,0,0,0.0344,0.0133,0.0366,0.0001,0,0,0.1097,36433.00
1139,12-Nov-97,173.8549,0.0163,0.0136,0,0,0,0.0298,0.0163,3.2935,0,0.0412,0,0.04,0.0139,4.496,0.0001,0.0971,0,0.123,36663.00
1140,13-Nov-97,173.8835,0.0187,1.5416,0,0.3202,0,0.0677,0.0187,16.7105,0,0.2399,0,0.0659,0.016,13.4736,0.0001,0.3494,0,0.1512,36989.00
1141,14-Nov-97,205.2168,0.0188,1.8974,0,0.3283,0,0.115,0.0187,37.5639,0,0.4511,0,0.127,0.016,32.7339,0.0001,0.6639,0,0.2438,37344.00
1142,15-Nov-97,193.4457,0.0105,2.1717,0,0.6627,0,0.1661,0.0105,27.6199,0,0.5204,0,0.1721,0.009,16.2667,0.0001,0.5552,0,0.3016,37579.00
1143,16-Nov-97,233.5454,0.0083,5.4817,0,1.0442,0,0.3025,0.0083,65.4766,0,0.7607,0,0.2773,0.0071,33.7066,0.0001,0.5306,0,0.3938,37896.00
1144,17-Nov-97,197.5608,0.0099,2.5962,0,0.0262,0,0.37,0.0099,21.8326,0,0,0,0.322,0.0084,1.0111,0.0001,0,0,0.4234,38298.00
1145,18-Nov-97,149.6443,0.0126,0.4387,0,0.4665,0,0.381,0.0126,3.6121,0,0.3003,0,0.3285,0.0108,1.3459,0.0001,0.1678,0,0.4263,38452.00
1146,19-Nov-97,179.0932,0.0114,2.461,0,0.041,0,0.441,0.0114,27.2013,0,0.0739,0,0.3726,0.0098,12.12,0,0.1237,0,0.4603,38661.00
1147,20-Nov-97,155.7511,0.0146,0.2357,0,0.0082,0,0.4427,0.0146,2.5441,0,0.0691,0,0.3765,0.0125,5.3974,0,0.2324,0,0.4741,38745.00
1148,21-Nov-97,158.5551,0.0083,0.065,0,0.0195,0,0.4444,0.0082,5.4001,0,0,0,0.3853,0.0071,5.3899,0,0,0,0.4982,39449.00
1149,22-Nov-97,153.7263,0.0107,0.1877,0,0.1618,0,0.4506,0.0107,4.1145,0,0.1684,0,0.3919,0.0092,13.5457,0,0.4022,0,0.5223,39775.00
1150,23-Nov-97,171.0622,0.0184,0.7919,0,0,0,0.4696,0.0184,10.2034,0,0,0,0.4094,0.0158,5.0764,0,0,0,0.5557,40187.00
1151,24-Nov-97,157.9917,0.007,1.4744,0,0.454,0,0.5019,0.0069,11.7948,0,0.3137,0,0.4263,0.0059,12.2547,0,0.4351,0,0.579,40631.00
1152,25-Nov-97,171.3769,0.0172,1.1723,0,0.1617,0,0.536,0.0172,15.2433,0,0.1225,0,0.4553,0.0147,7.9503,0,0.0683,0,0.6182,41408.00
1153,26-Nov-97,192.1467,0.0069,5.4098,0,1.0346,0,0.6662,0.0069,61.6659,0,0.7374,0,0.551,0.0059,30.7279,0,0.6135,0,0.6914,42001.00
1154,27-Nov-97,143.8555,0.0131,1.5358,0,0,0,0.7054,0.0131,12.4973,0,0,0,0.577,0.0112,0.779,0,0,0,0.7152,43655.00
1155,28-Nov-97,92.0615,0.0131,0.0804,0,0,0,0.7054,0.0131,0.3394,0,0,0,0.577,0.0112,0,0,0,0,0.7152,44305.00
1156,29-Nov-97,90.5794,0.0067,0.5964,0,0.5031,0,0.7231,0.0067,9.7785,0,0.4256,0,0.5923,0.0058,14.3805,0,0.4471,0,0.7342,44780.00
1157,30-Nov-97,134.2382,0.0152,2.1769,0,0,0,0.7772,0.0152,25.6396,0,0,0,0.6378,0.013,6.3199,0,0,0,0.7791,46049.00
1158,1-Dec-97,92.9513,0.016,0.1564,0,0,0,0.7772,0.016,1.2253,0,0,0,0.6378,0.0137,0,0,0,0,0.7791,46863.00
1159,2-Dec-97,85.4321,0.0106,0.0002,0,0,0,0.7772,0.0106,0,0,0,0,0.6378,0.009,0,0,0,0,0.7791,47422.00
1160,3-Dec-97,86.0261,0.0127,0.2777,0,0.1528,0,0.7841,0.0126,3.5178,0,0.0945,0,0.6425,0.0108,4.2778,0,0.1122,0,0.7849,47893.00
1161,4-Dec-97,90.8003,0.0312,0.5735,0,0.0013,0,0.7991,0.0311,4.4278,0,0,0,0.6513,0.0267,0.9154,0,0,0,0.7951,48336.00
1162,5-Dec-97,84.4871,0.0198,1.0291,0,0.192,0,0.8255,0.0197,9.9892,0,0.1246,0,0.6683,0.0169,3.5956,0,0.0777,0,0.8055,48856.00
1163,6-Dec-97,77.4485,0.0181,0.2589,0,0.0384,0,0.8294,0.018,8.0238,0,0.1305,0,0.6783,0.0155,14.4743,0,0.3594,0,0.8295,49502.00
1164,7-Dec-97,121.8814,0.0093,2.2946,0,0.5095,0,0.8828,0.0093,37.5621,0,0.4962,0,0.7363,0.008,30.3886,0,0.6192,0,0.9191,50074.00
1165,8-Dec-97,107.4829,0.0075,0.7331,0,0,0,0.905,0.0075,11.5606,0,0.0364,0,0.7623,0.0064,3.3452,0,0.0631,0,0.9524,52589.00
1166,9-Dec-97,73.976,0.0133,0.0395,0,0,0,0.905,0.0133,0.8628,0,0,0,0.7639,0.0114,0.0245,0,0,0,0.9551,54730.00
1167,10-Dec-97,67.0263,0.0143,0,0,0,0,0.905,0.0142,0.0168,0,0,0,0.7639,0.0122,0,0,0,0,0.9551,55545.00
1168,11-Dec-97,63.8225,0.0146,0,0,0,0,0.905,0.0146,0,0,0,0,0.7639,0.0125,0,0,0,0,0.9551,56218.00
1169,12-Dec-97,61.8145,0.0092,0,0,0,0,0.905,0.0091,0.2733,0,0.032,0,0.7646,0.0078,1.7984,0,0.1101,0,0.9579,56717.00
1170,13-Dec-97,114.8065,0.0241,0.0011,0,0.1146,0,0.9053,0.024,13.8958,0,0.2576,0,0.7864,0.0206,103.4356,87.2166,0.3448,0.1403,0.9945,57119.00
1171,14-Dec-97,435.5109,0.0082,2.7461,0,0.4927,0,0.9723,0.0082,34.8918,0,0.357,0,0.8425,0.007,460.442,443.5161,0.303,0.303,1,57586.00
1172,15-Dec-97,289.1796,0.0072,0.8029,0,0.0199,0,0.9928,0.0072,6.9267,0,0.0109,0,0.8568,0.0062,61.9712,61.823,0,0,1,59399.00
1173,16-Dec-97,109.6385,0.0067,0.0987,0,0,0,0.9946,0.0066,0.6014,0,0,0,0.8578,0.0057,27.7434,27.7434,0,0,1,60261.00
1174,17-Dec-97,91.1119,0.0059,0.0039,0,0,0,0.9946,0.0059,0.0185,0,0,0,0.8578,0.005,26.078,26.078,0,0,1,61158.00
1175,18-Dec-97,88.4943,0.0218,0,0,0,0,0.9946,0.0218,0,0,0,0,0.8578,0.0186,24.5593,24.5593,0,0,1,61976.00
1176,19-Dec-97,86.9639,0.0153,0,0,0,0,0.9946,0.0153,0,0,0,0,0.8578,0.0131,23.1291,23.1291,0,0,1,62779.00
1177,20-Dec-97,85.5664,0.0118,0,0,0,0,0.9946,0.0118,0,0,0,0,0.8578,0.0101,21.7821,21.7821,0,0,1,63388.00
1178,21-Dec-97,84.2522,0.0208,0,0,0,0,0.9946,0.0208,0,0,0,0,0.8578,0.0178,20.5136,20.5136,0,0,1,63996.00
1179,22-Dec-97,83.0145,0.0179,0,0,0,0,0.9945,0.0179,0,0,0,0,0.8578,0.0153,19.319,19.319,0,0,1,64491.00
1180,23-Dec-97,81.849,0.02,0,0,0,0,0.9931,0.02,0,0,0,0,0.8564,0.0171,18.194,18.194,0,0,0.9992,64904.00
1181,24-Dec-97,100.983,0.0198,0,0,0,0,0.9904,0.0197,0,0,0,0,0.8537,0.0169,17.1344,17.1344,0,0,0.997,65302.00
1182,25-Dec-97,135.4248,0.0134,0,0,0,0,0.9878,0.0134,0,0,0,0,0.8511,0.0115,16.1366,16.1366,0,0,0.9948,65584.00
1183,26-Dec-97,151.1167,0.0134,0,0,0,0,0.9859,0.0134,0,0,0,0,0.8492,0.0114,15.1969,15.1969,0,0,0.9932,65783.00
1184,27-Dec-97,151.7408,0.0127,0,0,0,0,0.9841,0.0127,0,0,0,0,0.8474,0.0109,14.3119,14.3119,0,0,0.9916,65982.00
1185,28-Dec-97,150.9598,0.0142,0,0,0,0,0.9821,0.0142,0,0,0,0,0.8454,0.0121,13.4784,13.4784,0,0,0.99,66132.00
1186,29-Dec-97,150.1503,0.0144,0,0,0,0,0.9801,0.0143,0,0,0,0,0.8434,0.0123,12.6935,12.6935,0,0,0.9882,66348.00
1187,30-Dec-97,149.3846,0.0133,0,0,0,0,0.9781,0.0133,0,0,0,0,0.8414,0.0114,11.9543,11.9543,0,0,0.9865,66514.00
1188,31-Dec-97,148.6634,0.0122,0,0,0,0,0.9764,0.0122,0,0,0,0,0.8397,0.0104,11.2581,11.2581,0,0,0.985,66681.00
1189,1-Jan-98,165.9101,0.0083,3.9037,3.4976,0.4567,0.2791,0.9823,0.0083,10.0812,0,0.6963,0,0.8563,0.0071,155.2977,142.0579,0.7673,0.6518,0.9897,66865.00
1190,2-Jan-98,2223.7449,0.0082,377.0181,370.8165,0.9062,0.9062,1,0.0081,193.1597,89.2267,0.8193,0.3811,0.9916,0.007,1778.4429,1715.9342,0.8826,0.8826,1,67432.00
1191,3-Jan-98,1768.6161,0.0087,644.0131,641.1665,0.7437,0.7437,1,0.0087,347.1976,308.588,0.6468,0.6468,1,0.0075,669.0645,645.1756,0.8534,0.8534,1,67367.00
1192,4-Jan-98,3006.6609,0.0083,801.7748,796.7126,0.5292,0.5292,1,0.0083,817.9531,748.0311,0.5317,0.5317,1,0.0071,1142.5227,1112.7908,0.2968,0.2968,1,71561.00
1193,5-Jan-98,2401.4583,0.0098,550.6019,549.7987,0,0,1,0.0098,513.8414,504.6482,0,0,1,0.0084,218.963,218.6827,0,0,1,73638.00
1194,6-Jan-98,2134.9031,0.004,231.5308,230.8562,0.4232,0.4232,1,0.004,249.1109,229.4236,0.403,0.403,1,0.0034,526.6784,510.8782,0.3652,0.3652,1,71100.00
1195,7-Jan-98,1627.7466,0.0096,356.1942,354.5023,0,0,1,0.0096,368.5445,353.9177,0,0,1,0.0082,286.87,285.7613,0,0,1,71442.00
1196,8-Jan-98,727.6974,0.0107,220.6049,220.4764,0,0,1,0.0106,158.621,158.0094,0,0,1,0.0091,169.0819,169.0819,0,0,1,72435.00
1197,9-Jan-98,531.3021,0.0121,126.4491,126.4484,0,0,1,0.0121,92.8643,92.8643,0,0,1,0.0104,159.0024,159.0024,0,0,1,73190.00
1198,10-Jan-98,531.7221,0.0067,144.3024,143.7395,0.3452,0.3452,1,0.0067,94.0434,91.0123,0.2609,0.2609,1,0.0057,191.188,188.368,0.4285,0.4285,1,73828.00
1199,11-Jan-98,3182.6582,0.0046,596.3583,471.0247,1.1239,1.1239,1,0.0046,1001.9961,547.3115,1.2,1.2,1,0.004,2166.9551,2085.8328,1.807,1.807,1,74551.00
1200,12-Jan-98,6305.021,0.01,1584.9933,1010.3983,0.8478,0.8478,1,0.01,2182.7292,1197.0605,0.8402,0.8402,1,0.0086,2292.4875,2226.5667,1.0155,1.0155,1,79293.00
1201,13-Jan-98,4180.6484,0.0091,1037.7894,854.4127,0.3616,0.3616,1,0.0091,1115.6855,919.134,0.4737,0.4737,1,0.0078,815.3558,799.0453,0.7566,0.7566,1,84396.00
1202,14-Jan-98,5605.1567,0.0086,839.8331,764.7388,1.1969,1.1969,1,0.0085,1536.886,918.4594,1.2,1.2,1,0.0073,2562.7886,2471.5872,1.9411,1.9411,1,82928.00
1203,15-Jan-98,6519.792,0.0089,1436.561,1133.2491,0.7225,0.7225,1,0.0089,1998.7902,1303.616,0.8482,0.8482,1,0.0076,1983.9531,1941.9983,0.792,0.792,1,88612.00
1204,16-Jan-98,5853.8223,0.0065,1013.9877,987.7766,0.8668,0.8668,1,0.0065,1410.6127,1219.6145,1.1139,1.1139,1,0.0056,2359.9062,2283.1711,1.5777,1.5777,1,91647.00
1205,17-Jan-98,5086.812,0.0125,960.5068,957.2864,0.3554,0.3554,1,0.0125,1473.593,1307.8805,0.5233,0.5233,1,0.0107,1693.2131,1664.4851,0.7109,0.7109,1,93134.00
1206,18-Jan-98,4572.4268,0.0077,1094.9017,768.7546,0.7937,0.7937,1,0.0077,1347.3104,1081.2451,0.9981,0.9981,1,0.0066,2055.7556,1998.5897,1.0575,1.0575,1,97872.00
1207,19-Jan-98,5076.7812,0.0068,1056.3046,840.2446,0.1027,0.1027,1,0.0068,1212.6467,1081.8379,0.0624,0.0624,1,0.0058,1008.3938,1001.2858,0.0446,0.0446,1,104000.00
1208,20-Jan-98,4719.1172,0.0098,541.9955,528.4735,0,0,1,0.0098,581.962,575.3955,0,0,1,0.0084,607.3761,607.3532,0,0,1,102981.00
1209,21-Jan-98,5014.4302,0.009,332.1189,332.1063,0,0,1,0.009,370.9162,370.8575,0,0,1,0.0077,565.7697,565.7697,0,0,1,96910.00
1210,22-Jan-98,4411.8921,0.0112,275.8804,275.8804,0,0,1,0.0112,323.4807,323.4807,0,0,1,0.0096,532.8127,532.8127,0,0,1,90402.00
1211,23-Jan-98,4854.8994,0.0083,288.9281,288.3298,0.1965,0.1965,1,0.0082,383.9618,371.0001,0.2222,0.2222,1,0.007,788.2845,776.1774,0.2816,0.2816,1,86017.00
1212,24-Jan-98,5085.1353,0.0133,348.9084,348.3949,0,0,1,0.0133,425.1684,419.2276,0,0,1,0.0113,569.5717,568.6414,0,0,1,79783.00
1213,25-Jan-98,5084.9883,0.0156,367.3345,365.3715,0.7401,0.7401,1,0.0156,526.7258,469.5552,0.946,0.946,1,0.0134,1426.2546,1380.73,1.4375,1.4375,1,73414.00
1214,26-Jan-98,7630.2251,0.0073,1157.6084,856.2745,1.1412,1.1412,1,0.0073,1992.4264,1194.3007,1.1403,1.1403,1,0.0062,2829,2750.5728,1.3128,1.3128,1,70223.00
1215,27-Jan-98,5997.1997,0.0186,1281.835,1014.1465,0,0,1,0.0186,1355.7089,1192.8633,0,0,1,0.0159,876.1882,872.8024,0,0,1,74914.00
1216,28-Jan-98,3863.3091,0.0163,555.3484,537.7559,0.3315,0.3315,1,0.0162,608.2028,589.5558,0.3812,0.3812,1,0.0139,856.7682,842.8088,0.4491,0.4491,1,70793.00
1217,29-Jan-98,4595.6597,0.0135,817.2136,673.9635,0.5617,0.5617,1,0.0135,888.4867,832.6475,0.4948,0.4948,1,0.0115,1255.0555,1232.5485,0.3416,0.3416,1,71715.00
1218,30-Jan-98,3694.2161,0.0245,651.9615,631.4896,0,0,1,0.0241,673.7607,668.1281,0,0,1,0.0206,569.5345,569.3923,0,0,1,70249.00
1219,31-Jan-98,1968.4509,0.0159,382.5778,381.3673,0.1963,0.1963,1,0.0158,410.083,403.4859,0.2184,0.2184,1,0.0135,634.5827,627.9557,0.2246,0.2246,1,70215.00
1220,1-Feb-98,3254.9836,0.0125,875.4164,576.7988,0.8137,0.8137,1,0.0125,899.679,728.2243,0.7992,0.7992,1,0.0107,1515.7705,1479.2625,0.7168,0.7168,1,71544.00
1221,2-Feb-98,3315.3123,0.0066,1053.976,870.0353,1.0056,1.0056,1,0.0066,1154.4893,977.025,0.8606,0.8606,1,0.0057,1199.9028,1163.9635,1.1863,1.1863,1,74914.00
1222,3-Feb-98,7788.5723,0.0116,1944.5724,1179.0358,1.1513,1.1513,1,0.0116,2342.1455,1284.729,1.0184,1.0184,1,0.0099,2538.4421,2374.3892,0.7936,0.7936,1,82575.00
1223,4-Feb-98,6869.7554,0.0161,1542.7212,1350.766,0.7292,0.7292,1,0.0161,1452.2683,1332.741,0.4228,0.4228,1,0.0138,1064.7603,1048.79,0.3366,0.3366,1,82663.00
1224,5-Feb-98,5396.9551,0.0123,1508.5914,1165.5774,1.1276,1.1276,1,0.0123,1525.2476,1038.2225,1.0784,1.0784,1,0.0105,1687.3793,1631.3673,1.4023,1.4023,1,80326.00
