Col Number,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
3073,28-Feb-03,24:00:00,995.2021,0.0393,38.2594,38.2594,0,0,0.9605,0.0398,36.4766,36.4766,0,0,0.9506,0.0398,5.6731,5.6731,0,0,0.9463,0.0399,5.6605,5.6605,0,0,0.9462,0.0398,11.6112,11.6112,0,0,0.9463,0.0398,53.9515,53.9515,0,0,0.9573,0.0392,29.3604,29.3604,0,0,0.9636,0.0393,58.7298,58.7298,0,0,0.9675,0.0343,43.942,43.942,0,0,0.9786,0.0343,49.2331,49.2331,0,0,0.9809,0.0399,21.4671,21.4671,0,0,0.9462,0.0399,10.6303,10.6303,0,0,0.9462,0.0294,84.1543,84.154335,0,0,0.987123
3074,1-Mar-03,24:00:00,952.9481,0.0389,33.933,33.933,0,0,0.9548,0.0417,32.3458,32.3458,0,0,0.9438,0.0417,5.0285,5.0285,0,0,0.9395,0.0417,5.0198,5.0198,0,0,0.9395,0.0417,10.2981,10.2981,0,0,0.9396,0.0417,47.8507,47.8507,0,0,0.9515,0.0388,26.0403,26.0403,0,0,0.958,0.0388,52.0878,52.0878,0,0,0.9619,0.0339,41.383,41.383,0,0,0.9737,0.0339,46.366,46.366,0,0,0.9764,0.0417,19.0374,19.0374,0,0,0.9395,0.0417,9.428,9.428,0,0,0.9394,0.0291,103.863,99.064995,0.160406,0.056772,0.990515
3075,2-Mar-03,24:00:00,923.0862,0.0362,30.0959,30.0959,0,0,0.9495,0.0428,28.6863,28.6863,0,0,0.9367,0.0428,4.4589,4.4589,0,0,0.9324,0.0428,4.452,4.452,0,0,0.9324,0.0428,9.1336,9.1336,0,0,0.9324,0.0428,42.4397,42.4397,0,0,0.9454,0.0362,23.0957,23.0957,0,0,0.9527,0.0362,46.1976,46.1976,0,0,0.9566,0.0317,38.973,38.973,0,0,0.969,0.0317,43.6659,43.6659,0,0,0.974,0.0428,16.8841,16.8841,0,0,0.9324,0.0428,8.3618,8.3618,0,0,0.9323,0.0271,130.5073,127.878387,0,0,1
3076,3-Mar-03,24:00:00,944.2036,0.0407,26.6926,26.6926,0,0,0.9439,0.0362,25.4419,25.4419,0,0,0.9302,0.0362,3.9543,3.9543,0,0,0.9259,0.0362,3.9485,3.9485,0,0,0.9258,0.0362,8.1008,8.1008,0,0,0.9259,0.0362,37.6407,37.6407,0,0,0.9398,0.0406,20.484,20.484,0,0,0.9471,0.0407,40.9735,40.9735,0,0,0.951,0.0356,36.7034,36.7034,0,0,0.9641,0.0356,41.123,41.123,0,0,0.9718,0.0362,14.9747,14.9747,0,0,0.9258,0.0362,7.4163,7.4163,0,0,0.9258,0.0305,74.2006,74.200569,0,0,1
3077,4-Mar-03,24:00:00,828.4311,0.0409,23.6742,23.6742,0,0,0.9382,0.0415,22.5648,22.5648,0,0,0.9237,0.0415,3.507,3.507,0,0,0.9194,0.0415,3.502,3.502,0,0,0.9193,0.0415,7.1847,7.1847,0,0,0.9194,0.0415,33.3843,33.3843,0,0,0.9343,0.0409,18.1677,18.1677,0,0,0.9414,0.0409,36.3402,36.3402,0,0,0.9453,0.0358,34.566,34.566,0,0,0.9592,0.0358,38.7282,38.7282,0,0,0.9669,0.0415,13.2813,13.2813,0,0,0.9193,0.0415,6.5776,6.5776,0,0,0.9193,0.0306,69.6829,69.682869,0,0,1
3078,5-Mar-03,24:00:00,693.7726,0.0423,20.9972,20.9972,0,0,0.9323,0.0407,20.0131,20.0131,0,0,0.9168,0.0407,3.1104,3.1104,0,0,0.9125,0.0407,3.106,3.106,0,0,0.9125,0.0407,6.3723,6.3723,0,0,0.9126,0.0407,29.6092,29.6092,0,0,0.9284,0.0423,16.1133,16.1133,0,0,0.9355,0.0423,32.2309,32.2309,0,0,0.9394,0.037,32.553,32.553,0,0,0.954,0.037,36.4728,36.4728,0,0,0.9617,0.0407,11.7794,11.7794,0,0,0.9125,0.0407,5.8338,5.8338,0,0,0.9124,0.0317,65.6247,65.624664,0,0,0.998814
3079,6-Mar-03,24:00:00,577.68,0.0472,18.6228,18.6228,0,0,0.9259,0.0439,17.75,17.75,0,0,0.9098,0.0439,2.7587,2.7587,0,0,0.9055,0.0439,2.7548,2.7548,0,0,0.9055,0.0439,5.6517,5.6517,0,0,0.9056,0.0439,26.261,26.261,0,0,0.9224,0.0471,14.2912,14.2912,0,0,0.9291,0.0471,28.5862,28.5862,0,0,0.933,0.0412,30.6573,30.6573,0,0,0.9484,0.0412,34.3488,34.3488,0,0,0.9561,0.0439,10.4474,10.4474,0,0,0.9055,0.0439,5.1741,5.1741,0,0,0.9054,0.0353,61.803,61.802982,0,0,0.994742
3080,7-Mar-03,24:00:00,523.6841,0.0438,16.517,16.517,0,0,0.9194,0.0418,15.7429,15.7429,0,0,0.9027,0.0418,2.4467,2.4467,0,0,0.8983,0.0418,2.4433,2.4433,0,0,0.8983,0.0418,5.0126,5.0126,0,0,0.8984,0.0418,23.2914,23.2914,0,0,0.9162,0.0438,12.6752,12.6752,0,0,0.9226,0.0438,25.3537,25.3537,0,0,0.9265,0.0383,28.8719,28.8719,0,0,0.9427,0.0383,32.3485,32.3485,0,0,0.9504,0.0418,9.266,9.266,0,0,0.8983,0.0418,4.5891,4.5891,0,0,0.8982,0.0328,58.2039,58.203854,0,0,0.989866
3081,8-Mar-03,24:00:00,497.9038,0.0425,14.6492,14.6492,0,0,0.9132,0.041,13.9627,13.9627,0,0,0.8958,0.041,2.1701,2.1701,0,0,0.8915,0.041,2.167,2.167,0,0,0.8914,0.041,4.4458,4.4458,0,0,0.8915,0.041,20.6576,20.6576,0,0,0.9103,0.0425,11.2419,11.2419,0,0,0.9164,0.0425,22.4867,22.4867,0,0,0.9203,0.0372,27.1906,27.1906,0,0,0.9373,0.0372,30.4646,30.4646,0,0,0.945,0.041,8.2182,8.2182,0,0,0.8914,0.041,4.0701,4.0701,0,0,0.8914,0.0319,54.8143,54.814323,0,0,0.985233
3082,9-Mar-03,24:00:00,479.0804,0.0367,12.9927,12.9927,0,0,0.9075,0.046,12.3838,12.3838,0,0,0.8885,0.046,1.9247,1.9247,0,0,0.8842,0.046,1.9219,1.9219,0,0,0.8841,0.046,3.9431,3.9431,0,0,0.8842,0.046,18.3216,18.3216,0,0,0.9041,0.0366,9.9706,9.9706,0,0,0.9107,0.0366,19.9439,19.9439,0,0,0.9146,0.032,25.6071,25.6071,0,0,0.9323,0.032,28.6905,28.6905,0,0,0.94,0.046,7.2889,7.2889,0,0,0.8841,0.046,3.6099,3.6099,0,0,0.8841,0.0274,51.6222,51.622185,0,0,0.980947
3083,10-Mar-03,24:00:00,462.5819,0.034,11.5235,11.5235,0,0,0.9025,0.0358,10.9834,10.9834,0,0,0.8817,0.0358,1.707,1.707,0,0,0.8774,0.0358,1.7046,1.7046,0,0,0.8774,0.0358,3.4972,3.4972,0,0,0.8775,0.0358,16.2498,16.2498,0,0,0.8983,0.034,8.8432,8.8432,0,0,0.9057,0.034,17.6887,17.6887,0,0,0.9114,0.0297,24.266,24.1159,0.0376,0,0.9332,0.0297,43.5091,27.0197,0.2484,0,0.9605,0.0358,6.4647,6.4647,0,0,0.8774,0.0358,3.2017,3.2017,0,0,0.8773,0.0255,578.1835,550.038818,0.615354,0.467958,0.994475
3084,11-Mar-03,24:00:00,671.3808,0.0229,10.2204,10.2204,0,0,0.8984,0.0358,9.7414,9.7414,0,0,0.8758,0.0358,1.514,1.514,0,0,0.8715,0.0358,1.5118,1.5118,0,0,0.8714,0.0358,3.1017,3.1017,0,0,0.8715,0.0358,14.4123,14.4123,0,0,0.8932,0.0228,7.8432,7.8432,0,0,0.9016,0.0228,15.6884,15.6884,0,0,0.9097,0.02,23.3895,22.7115,0.176,0,0.9485,0.0199,131.2551,92.7624,0.5686,0.3809,0.9917,0.0358,5.7337,5.7337,0,0,0.8715,0.0358,2.8396,2.8396,0,0,0.8714,0.0171,1270.824,1220.210205,1.150753,1.150753,1
3085,12-Mar-03,24:00:00,1710.4979,0.0408,9.0647,9.0647,0,0,0.894,0.0247,8.6399,8.6399,0,0,0.8707,0.0247,1.3428,1.3428,0,0,0.8664,0.0247,1.3409,1.3409,0,0,0.8663,0.0247,2.751,2.751,0,0,0.8664,0.0247,12.7826,12.7826,0,0,0.8888,0.0407,6.9563,6.9563,0,0,0.8972,0.0407,13.9144,13.9144,0,0,0.9076,0.0356,21.7806,21.3888,0,0,0.9605,0.0356,302.6654,287.8536,0,0,1,0.0247,5.0853,5.0853,0,0,0.8663,0.0248,2.5185,2.5185,0,0,0.8663,0.0305,586.6057,579.926025,0.110633,0.110633,1
3086,13-Mar-03,24:00:00,1377.4244,0.025,179.7445,38.1412,1.7452,0.9708,0.9306,0.0193,15.7885,14.0479,1.2235,0.4271,0.9072,0.0193,1.191,1.191,0,0,0.8627,0.0193,1.1893,1.1893,0,0,0.8626,0.0193,7.7958,2.4399,0.7087,0,0.8897,0.0193,40.8463,30.8843,1.2266,0.4278,0.9213,0.0249,41.4375,21.4004,1.4482,0.6965,0.9272,0.0249,19.2535,18.5456,1.0605,0.3872,0.927,0.0218,22.9346,22.0478,0.4992,0.2224,0.97,0.0218,124.1806,117.6179,0.3695,0.3695,1,0.0193,6.5707,4.5102,0.3065,0,0.8701,0.0193,5.286,2.2337,0.2013,0,0.8656,0.0187,293.8407,288.133698,0.314892,0.314892,1
3087,14-Mar-03,24:00:00,2843.5603,0.0252,1610.78,738.8192,1.6352,1.6352,1,0.028,221.3815,202.7598,1.5297,1.5297,1,0.028,2.1409,1.0563,0.5441,0,0.8752,0.028,3.0178,1.0548,0.2934,0,0.8656,0.028,52.7973,16.6367,1.3232,1.2099,0.9945,0.028,957.1133,860.3565,1.597,1.597,1,0.0251,657.806,541.8958,1.5329,1.5329,1,0.0251,324.6743,316.7108,1.2856,1.2856,1,0.022,322.7253,258.3422,0.7271,0.7271,1,0.022,499.2677,442.5154,0.635,0.635,1,0.028,56.6814,9.1927,0.9861,0.4613,0.9468,0.028,170.6565,2.657,0.8344,0.2041,0.9305,0.0188,553.6787,539.402466,0.432994,0.432994,1
3088,15-Mar-03,24:00:00,12745.7695,0.0335,4021.072,1869.7628,0.5122,0.5122,1,0.0387,1332.6461,923.2102,0.694,0.694,1,0.0388,29.9191,2.165,0.3023,0.0149,0.9957,0.0388,125.6662,0.9355,0.278,0,0.9506,0.0387,392.8968,320.8303,0.5014,0.5014,1,0.0388,4004.3633,3183.1301,0.7388,0.7388,1,0.0334,2331.5684,1590.8936,0.666,0.666,1,0.0335,2192.5977,1641.2128,0.8039,0.8039,1,0.0292,2083.0608,653.2552,0.5116,0.5116,1,0.0292,1766.4546,789.0739,0.5314,0.5314,1,0.0388,467.206,323.2413,0.5281,0.5281,1,0.0388,728.1889,147.2006,0.5751,0.5751,1,0.025,1079.3962,1048.088501,0.329397,0.329397,1
3089,16-Mar-03,24:00:00,17700.1484,0.0399,1527.9269,1304.0022,0,0,1,0.0348,1351.5012,1222.2484,0,0,1,0.0348,14.6269,3.6808,0,0,1,0.0348,45.0826,0.8297,0,0,0.955,0.0347,426.4627,410.4345,0,0,1,0.0348,1751.2544,1709.7754,0,0,1,0.0399,896.9979,855.6189,0,0,1,0.0399,2221.7764,2066.1162,0,0,1,0.0349,637.416,475.7947,0,0,1,0.0349,592.177,512.08,0,0,1,0.0348,611.7969,565.759,0,0,1,0.0348,426.9161,262.069,0,0,1,0.0299,216.5836,216.539047,0,0,1
3090,17-Mar-03,24:00:00,8667.4395,0.0479,535.3705,523.9997,0,0,0.9989,0.0547,909.485,876.4588,0,0,0.9983,0.0547,6.4223,3.2871,0,0,0.9982,0.0547,11.5165,0.7359,0,0,0.9532,0.0547,236.884,234.1625,0,0,0.9983,0.0547,547.2324,547.2309,0,0,0.9985,0.0479,283.575,283.5709,0,0,0.9989,0.0479,1308.2374,1276.8541,0,0,0.999,0.0419,171.3076,167.233,0,0,0.9998,0.0419,179.7538,179.035,0.0076,0.0076,1,0.0547,427.2467,416.2779,0,0,0.9982,0.0547,209.3096,175.8296,0,0,0.9982,0.0359,359.6666,353.10199,0.142221,0.142221,1
3091,18-Mar-03,24:00:00,5132.2847,0.0503,270.7757,270.7757,0,0,0.9936,0.0543,523.5014,515.171,0,0,0.9911,0.0543,3.216,2.318,0,0,0.9911,0.0543,3.1923,0.6527,0,0,0.946,0.0543,116.1105,115.959,0,0,0.9911,0.0543,331.168,331.168,0,0,0.9923,0.0503,171.37,171.37,0,0,0.9936,0.0503,673.1346,668.7768,0,0,0.9937,0.044,88.3447,88.3447,0,0,0.9963,0.044,114.6173,114.5058,0,0,1,0.0543,240.3553,238.0574,0,0,0.9911,0.0543,97.3933,92.706,0,0,0.9911,0.0378,192.3053,192.284988,0,0,1
3092,19-Mar-03,24:00:00,4001.5337,0.0362,200.7296,200.7296,0,0,0.9876,0.0416,303.219,303.1634,0,0,0.9836,0.0416,1.7196,1.5761,0,0,0.9828,0.0416,0.6161,0.5789,0,0,0.9377,0.0416,66.664,66.664,0,0,0.9836,0.0416,277.7922,277.7922,0,0,0.986,0.0362,143.1363,143.1363,0,0,0.9876,0.0362,385.1844,385.1844,0,0,0.9877,0.0317,72.8042,72.8042,0,0,0.9907,0.0317,98.9011,98.8982,0,0,0.9989,0.0416,135.3722,135.3562,0,0,0.9828,0.0416,51.4518,51.4518,0,0,0.9828,0.0272,171.952,171.951965,0,0,1
3093,20-Mar-03,24:00:00,3181.8867,0.0454,171.4042,171.4042,0,0,0.9858,0.0443,198.9001,198.9001,0,0,0.9813,0.0443,1.1332,1.1332,0,0,0.9758,0.0444,0.5134,0.5134,0,0,0.9308,0.0443,47.7463,47.7463,0,0,0.98,0.0444,245.0293,245.0293,0,0,0.9841,0.0453,126.1451,126.1451,0,0,0.9858,0.0453,267.8104,267.8104,0,0,0.9859,0.0396,67.306,67.306,0,0,0.9886,0.0396,92.0053,92.0053,0,0,0.9977,0.0444,86.9917,86.9917,0,0,0.9758,0.0444,34.1717,34.1717,0,0,0.9758,0.0339,200.9574,199.108978,0.043837,0.043837,1
3094,21-Mar-03,24:00:00,2332.1794,0.0527,151.024,151.024,0,0,0.9851,0.0534,148.5021,148.5021,0,0,0.9764,0.0534,0.8816,0.8816,0,0,0.9676,0.0534,0.4554,0.4554,0,0,0.9226,0.0534,39.1844,39.1844,0,0,0.9734,0.0534,217.2192,217.2192,0,0,0.9804,0.0527,111.8152,111.8152,0,0,0.9824,0.0527,214.4346,214.4346,0,0,0.9846,0.0461,63.2515,63.2515,0,0,0.9862,0.0461,86.5378,86.5378,0,0,0.9968,0.0534,64.6404,64.6404,0,0,0.9676,0.0535,26.5884,26.5884,0,0,0.9676,0.0395,172.6306,172.449341,0,0,1
3095,22-Mar-03,24:00:00,1680.5709,0.0228,133.8065,133.8065,0,0,0.9823,0.0219,121.4593,121.4593,0,0,0.9702,0.0219,0.7298,0.7298,0,0,0.9614,0.0219,0.4039,0.4039,0,0,0.9163,0.0219,33.9407,33.9407,0,0,0.9672,0.0219,192.6489,192.6489,0,0,0.9751,0.0228,99.1662,99.1662,0,0,0.9771,0.0228,183.516,183.516,0,0,0.9809,0.02,59.5683,59.5547,0.0325,0,0.9826,0.02,84.176,82.7737,0.1048,0.0536,0.9956,0.0219,52.9869,52.9869,0,0,0.9613,0.0219,22.4735,22.4735,0,0,0.9613,0.0171,217.1543,212.710007,0.203252,0.203252,1
3096,23-Mar-03,24:00:00,1392.9514,0.0473,118.657,118.657,0,0,0.9773,0.0472,104.1656,104.1656,0,0,0.9643,0.0472,0.6266,0.6266,0,0,0.9555,0.0473,0.3582,0.3582,0,0,0.9105,0.0472,29.9048,29.9048,0,0,0.9613,0.0473,170.8638,170.8638,0,0,0.9701,0.0472,87.9522,87.9522,0,0,0.9721,0.0472,160.9403,160.9403,0,0,0.9778,0.0413,56.2476,56.0852,0,0,0.9852,0.0413,121.897,114.6367,0,0,1,0.0473,45.5733,45.5733,0,0,0.9555,0.0473,19.6205,19.6205,0,0,0.9555,0.0354,337.9442,332.977692,0,0,1
3097,24-Mar-03,24:00:00,1492.2479,0.0572,105.2369,105.2369,0,0,0.9699,0.0549,91.2004,91.2004,0,0,0.9559,0.0549,0.5479,0.5479,0,0,0.9471,0.0549,0.3177,0.3177,0,0,0.902,0.0549,26.4769,26.4769,0,0,0.9529,0.0549,151.5425,151.5425,0,0,0.9628,0.0572,78.0065,78.0065,0,0,0.9648,0.0572,142.2622,142.2622,0,0,0.9717,0.05,52.8319,52.8189,0,0,0.9852,0.05,90.2006,89.8374,0,0,1,0.0549,39.9738,39.9738,0,0,0.9471,0.0549,17.3178,17.3178,0,0,0.947,0.0429,143.9683,143.968307,0,0,1
3098,25-Mar-03,24:00:00,1235.1298,0.0287,93.3365,93.3365,0,0,0.9636,0.0475,80.5044,80.5044,0,0,0.9473,0.0475,0.4831,0.4831,0,0,0.9384,0.0478,0.2818,0.2818,0,0,0.8934,0.0475,23.4724,23.4724,0,0,0.9443,0.0478,134.4061,134.4061,0,0,0.9554,0.0287,69.1856,69.1856,0,0,0.9584,0.0287,126.0533,126.0533,0,0,0.9654,0.0251,49.743,49.743,0,0,0.9842,0.0251,72.8137,72.8137,0,0,0.9989,0.0478,35.3181,35.3181,0,0,0.9384,0.0478,15.3375,15.3375,0,0,0.9384,0.0215,134.7975,134.797501,0,0,0.999999
3099,26-Mar-03,24:00:00,1104.7158,0.052,82.782,82.782,0,0,0.958,0.0619,71.2802,71.2802,0,0,0.9386,0.0619,0.4274,0.4274,0,0,0.9298,0.0621,0.2499,0.2499,0,0,0.8847,0.0619,20.8158,20.8158,0,0,0.9356,0.0621,119.2075,119.2075,0,0,0.948,0.0519,61.3621,61.3621,0,0,0.9529,0.0517,111.7689,111.7689,0,0,0.9598,0.0453,46.8462,46.8462,0,0,0.9828,0.0453,130.1765,120.7893,0.1239,0.1072,0.9998,0.0621,31.2842,31.2842,0,0,0.9297,0.0622,13.5976,13.5976,0,0,0.9297,0.0388,399.0736,389.178864,0.213752,0.213718,1
3100,27-Mar-03,24:00:00,1231.0338,0.0542,73.421,73.421,0,0,0.9504,0.0637,63.1825,63.1825,0,0,0.928,0.0637,0.3787,0.3787,0,0,0.9191,0.0638,0.2216,0.2216,0,0,0.874,0.0637,18.4615,18.4615,0,0,0.925,0.0638,105.7275,105.7275,0,0,0.9388,0.0541,54.4233,54.4233,0,0,0.9452,0.054,99.1227,99.1227,0,0,0.9522,0.0473,44.1181,44.1181,0,0,0.9816,0.0473,117.137,115.8734,0,0,1,0.0638,27.735,27.735,0,0,0.919,0.0638,12.0586,12.0586,0,0,0.919,0.0405,142.0426,142.040421,0,0,1
3101,28-Mar-03,24:00:00,1124.1044,0.0615,65.1186,65.1186,0,0,0.9421,0.0802,56.0265,56.0265,0,0,0.9161,0.0803,0.3358,0.3358,0,0,0.9073,0.0803,0.1966,0.1966,0,0,0.8622,0.0802,16.3738,16.3738,0,0,0.9131,0.0803,93.7719,93.7719,0,0,0.9287,0.0614,48.2691,48.2691,0,0,0.937,0.0615,87.9122,87.9122,0,0,0.9439,0.0538,41.5488,41.5488,0,0,0.9759,0.0537,72.7466,72.7281,0,0,0.997,0.0803,24.5954,24.5954,0,0,0.9072,0.0803,10.6947,10.6947,0,0,0.9071,0.046,126.0099,126.009918,0,0,0.998521
3102,29-Mar-03,24:00:00,938.1445,0.0654,57.755,57.755,0,0,0.9331,0.0656,49.6877,49.6877,0,0,0.9036,0.0657,0.2978,0.2978,0,0,0.8948,0.0657,0.1744,0.1744,0,0,0.8496,0.0656,14.5222,14.5222,0,0,0.9006,0.0657,83.1682,83.1682,0,0,0.9179,0.0653,42.8108,42.8108,0,0,0.9279,0.0653,77.9706,77.9706,0,0,0.9349,0.0571,39.1292,39.1292,0,0,0.968,0.0571,61.6902,61.6902,0,0,0.9894,0.0657,21.8132,21.8132,0,0,0.8946,0.0657,9.4852,9.4852,0,0,0.8946,0.049,118.6618,118.661789,0,0,0.992988
3103,30-Mar-03,24:00:00,858.957,0.067,51.224,51.224,0,0,0.9236,0.0627,44.068,44.068,0,0,0.8929,0.0627,0.2641,0.2641,0,0,0.884,0.0627,0.1546,0.1546,0,0,0.8389,0.0627,12.88,12.88,0,0,0.8899,0.0627,73.7635,73.7635,0,0,0.9087,0.0669,37.9698,37.9698,0,0,0.9185,0.0669,69.1536,69.1536,0,0,0.9254,0.0585,36.8505,36.8505,0,0,0.9597,0.0585,57.3539,57.3539,0,0,0.9812,0.0627,19.3463,19.3463,0,0,0.8839,0.0627,8.4126,8.4126,0,0,0.8839,0.0501,111.7515,111.751457,0,0,0.98591
3104,31-Mar-03,24:00:00,791.7925,0.0705,45.4316,45.4316,0,0,0.9139,0.0585,39.0845,39.0845,0,0,0.8828,0.0585,0.2342,0.2342,0,0,0.8739,0.0586,0.1372,0.1372,0,0,0.8288,0.0585,11.4236,11.4236,0,0,0.8798,0.0586,65.4224,65.4224,0,0,0.9,0.0704,33.6762,33.6762,0,0,0.9088,0.0704,61.3337,61.3337,0,0,0.9158,0.0616,34.7045,34.7045,0,0,0.9513,0.0616,53.949,53.949,0,0,0.9727,0.0586,17.1586,17.1586,0,0,0.8738,0.0586,7.4613,7.4613,0,0,0.8737,0.0528,105.2436,105.243553,0,0,0.978666
3105,1-Apr-03,24:00:00,714.6071,0.0515,40.2942,40.2942,0,0,0.905,0.0537,34.6647,34.6647,0,0,0.8735,0.0537,0.2077,0.2077,0,0,0.8647,0.0537,0.1216,0.1216,0,0,0.8195,0.0537,10.1318,10.1318,0,0,0.8705,0.0537,58.0244,58.0244,0,0,0.8921,0.0514,29.8681,29.8681,0,0,0.8999,0.0514,54.3981,54.3981,0,0,0.9068,0.045,32.6835,32.6835,0,0,0.9435,0.0449,50.8022,50.8022,0,0,0.9649,0.0537,15.2183,15.2183,0,0,0.8645,0.0538,6.6176,6.6176,0,0,0.8645,0.0385,99.1146,99.114647,0,0,0.971978
3106,2-Apr-03,24:00:00,656.2903,0.0278,35.7378,35.7378,0,0,0.8993,0.0357,30.7448,30.7448,0,0,0.866,0.0357,0.1842,0.1842,0,0,0.8572,0.0357,0.1079,0.1079,0,0,0.812,0.0357,8.9861,8.9861,0,0,0.863,0.0357,51.463,51.463,0,0,0.8857,0.0277,26.4906,26.4906,0,0,0.8942,0.0277,48.2468,48.2468,0,0,0.9012,0.0242,30.7801,30.7801,0,0,0.9385,0.0242,47.8434,47.8434,0,0,0.9599,0.0357,13.4974,13.4974,0,0,0.857,0.0357,5.8693,5.8693,0,0,0.857,0.0208,93.3427,93.342651,0,0,0.967728
3107,3-Apr-03,24:00:00,620.2211,0.028,31.931,31.6966,0.4266,0,0.9017,0.0444,27.2919,27.2682,0.2089,0,0.8616,0.0444,0.1634,0.1634,0,0,0.8506,0.0444,0.0957,0.0957,0,0,0.8054,0.0444,8.062,7.9699,0.1409,0,0.8578,0.0444,46.1152,45.6436,0.2557,0,0.8833,0.0279,23.5148,23.4951,0.0996,0,0.8907,0.0279,42.7921,42.7911,0.1215,0,0.8977,0.0244,28.9893,28.9876,0.1277,0,0.9356,0.0244,45.1377,45.0572,0.1542,0,0.9574,0.0444,11.9717,11.9711,0.0048,0,0.8504,0.0444,5.2056,5.2056,0,0,0.8504,0.0209,88.1239,87.906799,0.184446,0,0.966062
3108,4-Apr-03,24:00:00,674.3448,0.0272,32.2591,28.1123,0.1098,0,0.9696,0.0408,27.5344,24.1847,0.1575,0,0.9158,0.0408,4.233,0.1449,0.1369,0,0.8672,0.0408,9.4221,0.0849,0.0469,0,0.8083,0.0408,19.3503,7.0687,0.1689,0,0.9025,0.0408,48.1762,40.4822,0.1397,0,0.9323,0.0271,29.8482,20.8382,0.1405,0,0.9221,0.0271,39.5943,37.9523,0.1767,0,0.9367,0.0237,28.8994,27.2995,0.1831,0,0.9762,0.0237,66.0277,42.4332,0.1435,0,0.9964,0.0408,25.7384,10.6174,0.1617,0,0.8723,0.0409,52.199,4.6169,0.117,0,0.8641,0.0203,119.7388,107.137711,0.0924,0.019531,0.999762
3109,5-Apr-03,24:00:00,653.8253,0.0484,25.4207,24.9334,0,0,0.9701,0.0567,22.6593,21.4499,0,0,0.917,0.0567,2.3092,0.1285,0,0,0.8698,0.0567,4.5131,0.0753,0,0,0.8094,0.0567,9.4738,6.2694,0,0,0.9045,0.0567,36.3801,35.9045,0,0,0.9335,0.0483,19.1264,18.4819,0,0,0.9226,0.0483,34.1443,33.6606,0,0,0.9379,0.0422,25.912,25.7097,0,0,0.9777,0.0422,41.9198,39.9621,0,0,0.9973,0.0567,15.5861,9.4168,0,0,0.8746,0.0568,21.6737,4.0949,0,0,0.8663,0.0362,79.7287,79.728706,0,0,1
3110,6-Apr-03,24:00:00,560.5647,0.0234,22.1436,22.1139,0,0,0.9701,0.0252,19.3335,19.0244,0,0,0.9152,0.0252,0.7386,0.114,0,0,0.868,0.0252,1.1479,0.0668,0,0,0.8076,0.0252,6.1371,5.5604,0,0,0.9028,0.0252,31.8444,31.8444,0,0,0.932,0.0233,16.3919,16.3919,0,0,0.9226,0.0233,29.9519,29.8543,0,0,0.9379,0.0204,24.2186,24.2125,0,0,0.9777,0.0204,37.6378,37.6349,0,0,0.9973,0.0252,9.8298,8.3519,0,0,0.8728,0.0252,7.2544,3.6318,0,0,0.8645,0.0175,74.6464,74.646408,0,0,1
3111,7-Apr-03,24:00:00,508.8436,0.062,19.6133,19.6133,0,0,0.9658,0.0624,16.9519,16.8731,0,0,0.908,0.0624,0.28,0.1011,0,0,0.8608,0.0625,0.3226,0.0592,0,0,0.8004,0.0624,4.9782,4.9317,0,0,0.8956,0.0625,28.2435,28.2435,0,0,0.9258,0.062,14.5383,14.5383,0,0,0.9184,0.062,26.4923,26.4784,0,0,0.9336,0.0542,22.8025,22.8025,0,0,0.9752,0.0542,35.4432,35.4432,0,0,0.9947,0.0625,7.7585,7.4075,0,0,0.8656,0.0625,3.8257,3.2211,0,0,0.8573,0.0464,70.2988,70.29882,0,0,0.99886
3112,8-Apr-03,24:00:00,483.8521,0.0659,17.3954,17.3954,0,0,0.9567,0.0659,14.9678,14.9651,0,0,0.8974,0.0659,0.1264,0.0897,0,0,0.8502,0.0659,0.0638,0.0525,0,0,0.7898,0.0659,4.374,4.374,0,0,0.8849,0.0659,25.0497,25.0497,0,0,0.9167,0.0658,12.8943,12.8943,0,0,0.9093,0.0659,23.4842,23.4842,0,0,0.9245,0.0576,21.4746,21.4746,0,0,0.9679,0.0576,33.3792,33.3792,0,0,0.9875,0.0659,6.5729,6.5699,0,0,0.855,0.0659,2.8569,2.8569,0,0,0.8466,0.0494,66.2049,66.204933,0,0,0.993611
3113,9-Apr-03,24:00:00,463.9774,0.0637,15.4283,15.4283,0,0,0.9474,0.0657,13.2728,13.2728,0,0,0.8864,0.0657,0.0795,0.0795,0,0,0.8392,0.0658,0.0466,0.0466,0,0,0.7788,0.0657,3.8794,3.8794,0,0,0.874,0.0658,22.2171,22.2171,0,0,0.9073,0.0636,11.4363,11.4363,0,0,0.9,0.0636,20.8286,20.8286,0,0,0.9153,0.0556,20.224,20.224,0,0,0.9598,0.0556,31.4353,31.4353,0,0,0.9794,0.0658,5.827,5.827,0,0,0.844,0.0658,2.5338,2.5338,0,0,0.8357,0.0477,62.3495,62.349457,0,0,0.986664
