Col Number,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
1340,1-Jun-98,24:00:00,6787.8535,0.0736,405.7892,405.7892,0,0,0.9849,0.0596,837.7719,824.7749,0,0,0.9871,0.0596,184.0816,181.4326,0,0,0.9871,0.0596,81.7257,74.8744,0,0,0.9867,0.0596,227.3478,226.6812,0,0,0.9871,0.0596,418.7029,418.7029,0,0,0.9885,0.0735,188.9708,188.9708,0,0,0.985,0.0735,872.6088,872.4662,0,0,0.9849,0.0643,106.7556,106.7556,0,0,0.9886,0.0643,88.803,88.803,0,0,0.9886,0.0596,509.907,505.6957,0,0,0.9871,0.0596,207.1353,197.7887,0,0,0.9871,0.0551,90.6784,90.678352,0,0,0.992621
1341,2-Jun-98,24:00:00,4116.7271,0.0487,303.4263,303.4263,0,0,0.976,0.0545,479.8039,477.8231,0,0,0.9773,0.0545,109.4696,108.9967,0,0,0.9773,0.0545,42.318,41.87,0,0,0.9769,0.0545,126.8932,126.8932,0,0,0.9773,0.0545,345.5571,345.5571,0,0,0.9801,0.0486,148.9054,148.9054,0,0,0.9761,0.0487,490.3831,490.383,0,0,0.9761,0.0426,80.0221,80.0221,0,0,0.9809,0.0426,71.8722,71.8722,0,0,0.9809,0.0545,287.3586,287.0916,0,0,0.9773,0.0545,108.3325,108.3043,0,0,0.9773,0.0365,85.3976,85.397568,0,0,0.985969
1342,3-Jun-98,24:00:00,2967.7478,0.037,259.3765,259.3765,0,0,0.9698,0.0349,302.3641,302.3641,0,0,0.9698,0.0349,67.9199,67.9197,0,0,0.9698,0.0349,25.3696,25.3696,0,0,0.9693,0.0349,88.368,88.368,0,0,0.9698,0.0349,304.2132,304.2132,0,0,0.9736,0.0369,130.2773,130.2773,0,0,0.9699,0.037,331.6796,331.6796,0,0,0.9698,0.0324,72.7792,72.7792,0,0,0.9754,0.0324,66.6193,66.6193,0,0,0.9754,0.0349,182.8698,182.8698,0,0,0.9697,0.0349,70.4857,70.4857,0,0,0.9697,0.0277,80.4244,80.4244,0,0,0.981288
1343,4-Jun-98,24:00:00,2461.1013,0.0555,228.5555,228.5555,0,0,0.9632,0.045,218.3299,218.3299,0,0,0.9633,0.045,46.8022,46.8022,0,0,0.9633,0.045,17.7735,17.7735,0,0,0.9628,0.045,71.5079,71.5079,0,0,0.9633,0.045,269.6373,269.6373,0,0,0.968,0.0554,115.3955,115.3955,0,0,0.9633,0.0555,261.3666,261.3666,0,0,0.9633,0.0485,68.2574,68.2574,0,0,0.9697,0.0485,62.6555,62.6555,0,0,0.9697,0.045,134.7184,134.7184,0,0,0.9632,0.045,54.1061,54.1061,0,0,0.9632,0.0416,75.7408,75.740845,0,0,0.976396
1344,5-Jun-98,24:00:00,2181.5405,0.0704,202.4991,202.4991,0,0,0.9542,0.0715,174.9839,174.9839,0,0,0.9535,0.0715,35.8199,35.8199,0,0,0.9535,0.0715,14.0488,14.0488,0,0,0.9531,0.0715,61.631,61.631,0,0,0.9535,0.0716,239.1342,239.1342,0,0,0.9597,0.0703,102.335,102.335,0,0,0.9543,0.0704,222.2353,222.2353,0,0,0.9543,0.0615,64.2539,64.2539,0,0,0.9618,0.0615,59.0006,59.0006,0,0,0.9618,0.0715,109.8756,109.8756,0,0,0.9535,0.0716,45.4595,45.4595,0,0,0.9534,0.0527,71.33,71.33004,0,0,0.969646
1345,6-Jun-98,24:00:00,2004.3258,0.0432,179.5722,179.5722,0,0,0.9462,0.0357,148.6315,148.6315,0,0,0.9446,0.0357,29.5117,29.5117,0,0,0.9446,0.0357,11.8784,11.8784,0,0,0.9441,0.0357,54.2212,54.2212,0,0,0.9446,0.0357,212.0921,212.0921,0,0,0.952,0.0431,90.7622,90.7622,0,0,0.9463,0.0432,194.4672,194.4672,0,0,0.9463,0.0378,60.5093,60.5093,0,0,0.9548,0.0378,55.5643,55.5643,0,0,0.9548,0.0357,94.2886,94.2886,0,0,0.9445,0.0357,39.6034,39.6034,0,0,0.9445,0.0324,67.1761,67.176102,0,0,0.963623
1346,7-Jun-98,24:00:00,1871.3772,0.0468,159.2625,159.2625,0,0,0.9397,0.037,129.6144,129.6144,0,0,0.9384,0.037,25.3192,25.3192,0,0,0.9384,0.037,10.347,10.347,0,0,0.9379,0.037,47.986,47.986,0,0,0.9384,0.0371,188.1087,188.1087,0,0,0.9467,0.0467,80.4987,80.4987,0,0,0.9398,0.0468,171.7803,171.7803,0,0,0.9397,0.0409,56.9853,56.9853,0,0,0.9491,0.0409,52.3284,52.3284,0,0,0.9491,0.037,82.6304,82.6304,0,0,0.9383,0.0371,34.9312,34.9312,0,0,0.9383,0.0351,63.2641,63.264065,0,0,0.958736
1347,8-Jun-98,24:00:00,1748.4314,0.0693,141.2527,141.2527,0,0,0.9315,0.0791,114.2383,114.2383,0,0,0.9287,0.0791,22.1431,22.1431,0,0,0.9287,0.0791,9.1182,9.1182,0,0,0.9282,0.0791,42.5361,42.5361,0,0,0.9287,0.0792,166.8374,166.8374,0,0,0.9384,0.0692,71.396,71.396,0,0,0.9316,0.0692,152.1772,152.1772,0,0,0.9315,0.0606,53.6667,53.6667,0,0,0.9419,0.0606,49.281,49.281,0,0,0.9419,0.0792,72.983,72.983,0,0,0.9286,0.0792,30.9304,30.9304,0,0,0.9286,0.0519,59.5798,59.579849,0,0,0.952585
1348,9-Jun-98,24:00:00,1638.1759,0.0891,125.2798,125.2798,0,0,0.92,0.0553,101.0921,101.0921,0,0,0.9178,0.0553,19.5276,19.5276,0,0,0.9178,0.0553,8.0693,8.0693,0,0,0.9173,0.0553,37.7208,37.7208,0,0,0.9178,0.0554,147.9715,147.9715,0,0,0.929,0.089,63.3225,63.3225,0,0,0.9202,0.089,134.9246,134.9246,0,0,0.9201,0.0779,50.5414,50.5414,0,0,0.9319,0.0779,46.4111,46.4111,0,0,0.9319,0.0554,64.64,64.64,0,0,0.9177,0.0554,27.4198,27.4198,0,0,0.9177,0.0667,56.1102,56.110188,0,0,0.944004
1349,10-Jun-98,24:00:00,1540.1727,0.0764,111.1132,111.1132,0,0,0.9082,0.0767,89.5898,89.5898,0,0,0.9068,0.0766,17.2806,17.2806,0,0,0.9068,0.0767,7.1515,7.1515,0,0,0.9063,0.0766,33.4542,33.4542,0,0,0.9068,0.0767,131.2389,131.2389,0,0,0.9196,0.0763,56.162,56.162,0,0,0.9083,0.0763,119.6565,119.6565,0,0,0.9083,0.0668,47.5981,47.5981,0,0,0.9215,0.0667,43.7084,43.7084,0,0,0.9215,0.0767,57.3043,57.3043,0,0,0.9067,0.0767,24.316,24.316,0,0,0.9066,0.0572,52.8426,52.842583,0,0,0.935141
1350,11-Jun-98,24:00:00,1452.8669,0.0633,98.5485,98.5485,0,0,0.8983,0.0402,79.4374,79.4374,0,0,0.897,0.0402,15.3132,15.3132,0,0,0.8971,0.0402,6.3413,6.3413,0,0,0.8966,0.0402,29.671,29.671,0,0,0.897,0.0403,116.3984,116.3984,0,0,0.9112,0.0632,49.8112,49.8112,0,0,0.8985,0.0633,106.1232,106.1232,0,0,0.8984,0.0553,44.8262,44.8262,0,0,0.9129,0.0553,41.163,41.163,0,0,0.9129,0.0402,50.8169,50.8169,0,0,0.8969,0.0402,21.5655,21.5655,0,0,0.8969,0.0474,49.7653,49.76527,0,0,0.927743
1351,12-Jun-98,24:00:00,1373.1411,0.0749,87.4047,87.4047,0,0,0.8882,0.0344,70.4482,70.4482,0,0,0.8905,0.0344,13.5771,13.5771,0,0,0.8906,0.0344,5.6238,5.6238,0,0,0.8901,0.0344,26.3157,26.3157,0,0,0.8906,0.0344,103.2361,103.2361,0,0,0.9057,0.0748,44.1786,44.1786,0,0,0.8884,0.0749,94.1222,94.1222,0,0,0.8883,0.0655,42.2157,42.2157,0,0,0.9041,0.0655,38.7658,38.7658,0,0,0.9041,0.0344,45.0684,45.0684,0,0,0.8905,0.0344,19.1267,19.1267,0,0,0.8904,0.0561,46.8672,46.867165,0,0,0.920199
